activity_date,gross_revenue_usd,refunds_usd,net_revenue_usd,shipped_revenue_usd,revenue_to_ship_gap_usd,ending_backlog_revenue_usd,orders,units_sold,units_shipped,average_order_value_usd,total_marketing_spend_usd,paid_search_spend_usd,paid_social_spend_usd,retargeting_spend_usd,email_spend_usd,marketing_efficiency_ratio,marketing_attributed_orders,affiliate_revenue_usd,affiliate_commission_usd,affiliate_orders,affiliate_revenue_share,net_revenue_yoy_pct,stockout_rate,event_name
2024-05-23,6027.08,234.45,5792.63,5792.63,0.00,0.00,66,88,83,91.32,820.61,372.48,284.90,128.15,35.08,7.3446,40,1192.16,145.70,12,0.1978,,0.0180,none
2024-05-24,6312.02,210.20,6101.82,6101.82,0.00,0.00,71,93,90,88.90,823.06,365.72,282.94,137.03,37.37,7.6690,41,1268.31,156.69,13,0.2009,,0.0180,none
2024-05-25,6503.12,215.58,6287.54,5390.35,897.19,897.19,72,97,78,90.32,832.11,361.16,290.72,140.96,39.27,7.8152,44,1180.80,144.37,12,0.1816,,0.0180,none
2024-05-26,5884.61,219.54,5665.07,4117.48,1547.59,2444.78,63,82,57,93.41,868.67,402.14,280.97,148.90,36.66,6.7743,42,1216.61,150.25,13,0.2067,,0.0180,none
2024-05-27,5341.50,223.28,5118.22,7563.00,-2444.78,0.00,58,77,107,92.09,828.42,355.08,307.16,128.93,37.25,6.4478,39,1229.83,152.19,13,0.2302,,0.0180,none
2024-05-28,5547.61,245.02,5302.58,5302.58,0.00,0.00,61,81,76,90.94,856.77,366.52,303.09,148.50,38.66,6.4750,44,1280.81,158.53,13,0.2309,,0.0180,none
2024-05-29,5876.71,237.89,5638.82,5638.82,0.00,0.00,65,87,82,90.41,865.95,378.05,308.99,141.86,37.05,6.7864,44,1230.37,151.63,13,0.2094,,0.0180,none
2024-05-30,5919.32,240.74,5678.58,5678.58,0.00,0.00,63,82,79,93.96,812.63,362.55,281.78,132.19,36.11,7.2842,41,1243.67,153.55,13,0.2101,,0.0180,none
2024-05-31,6148.35,231.65,5916.70,5916.70,0.00,0.00,69,89,87,89.11,831.94,388.27,276.70,128.99,37.98,7.3904,41,1264.93,156.79,13,0.2057,,0.0180,none
2024-06-01,6773.39,194.65,6578.74,5401.44,1177.30,1177.30,72,92,75,94.07,914.91,414.85,312.07,149.51,38.48,7.4033,45,1238.44,153.04,13,0.1828,,0.0180,none
2024-06-02,5796.45,194.45,5602.00,4125.95,1476.05,2653.36,62,81,58,93.49,860.27,382.10,309.73,132.14,36.30,6.7379,41,1059.98,131.41,11,0.1829,,0.0180,none
2024-06-03,5367.12,223.73,5143.39,7796.75,-2653.36,0.00,60,80,113,89.45,858.07,365.57,305.23,146.88,40.39,6.2549,44,1251.61,155.18,13,0.2332,,0.0180,none
2024-06-04,5699.51,221.69,5477.82,5477.82,0.00,0.00,63,82,79,90.47,864.29,404.00,277.75,145.10,37.44,6.5944,43,1172.44,143.29,12,0.2057,,0.0180,none
2024-06-05,5928.29,238.47,5689.81,5689.81,0.00,0.00,63,81,79,94.10,842.28,394.11,280.38,130.65,37.14,7.0384,42,1150.35,140.16,12,0.1940,,0.0180,none
2024-06-06,6080.07,268.91,5811.16,5811.16,0.00,0.00,65,84,81,93.54,875.49,383.74,312.70,139.73,39.32,6.9448,45,1264.36,156.38,13,0.2080,,0.0180,none
2024-06-07,6330.26,226.77,6103.49,6103.49,0.00,0.00,70,93,88,90.43,830.03,371.98,271.24,148.02,38.79,7.6265,44,1177.18,143.77,12,0.1860,,0.0180,none
2024-06-08,6730.38,194.22,6536.16,5412.53,1123.63,1123.64,72,94,76,93.48,897.56,416.70,298.52,146.65,35.69,7.4985,44,1253.87,155.19,13,0.1863,,0.0180,none
2024-06-09,5749.27,205.04,5544.23,4134.41,1409.82,2533.46,64,84,61,89.83,880.84,392.38,316.68,136.63,35.15,6.5270,41,1274.00,157.96,13,0.2216,,0.0180,none
2024-06-10,5537.17,219.78,5317.40,7850.85,-2533.45,0.00,60,78,112,92.29,871.51,411.79,279.00,144.94,35.78,6.3535,42,1242.42,153.30,13,0.2244,,0.0180,none
2024-06-11,5588.74,248.86,5339.89,5339.89,0.00,0.00,63,82,79,88.71,854.10,387.11,296.96,134.12,35.91,6.5434,40,1248.69,154.41,13,0.2234,,0.0180,none
2024-06-12,5865.77,243.39,5622.38,5622.38,0.00,0.00,65,87,81,90.24,903.20,410.81,308.26,147.11,37.02,6.4944,44,1246.25,154.02,13,0.2125,,0.0180,none
2024-06-13,6010.67,254.63,5756.03,5756.03,0.00,0.00,64,84,80,93.92,862.03,391.15,283.06,151.28,36.54,6.9727,43,1264.01,156.13,13,0.2103,,0.0180,none
2024-06-14,7254.36,234.18,7020.18,7020.18,0.00,0.00,82,110,104,88.47,1010.42,466.46,346.37,154.64,42.95,7.1795,54,1463.52,180.56,15,0.2017,,0.0360,monthly_promotion
2024-06-15,7073.05,199.93,6873.12,5423.62,1449.50,1449.51,79,103,79,89.53,958.02,414.20,352.90,151.00,39.92,7.3830,51,1322.37,165.10,14,0.1870,,0.0360,monthly_promotion
2024-06-16,6536.29,216.29,6319.99,4142.88,2177.11,3626.62,72,92,60,90.78,1021.14,464.16,360.40,156.15,40.43,6.4010,54,1358.76,169.97,14,0.2079,,0.0360,monthly_promotion
2024-06-17,5521.69,207.15,5314.55,8941.16,-3626.61,0.00,62,80,132,89.06,831.04,365.99,289.04,134.76,41.25,6.6443,42,1262.81,155.91,13,0.2287,,0.0180,none
2024-06-18,5703.61,221.72,5481.89,5481.89,0.00,0.00,63,83,79,90.53,865.56,401.41,293.56,131.11,39.48,6.5895,42,1215.83,150.23,13,0.2132,,0.0180,none
2024-06-19,6130.47,276.12,5854.35,5854.35,0.00,0.00,69,92,87,88.85,875.19,385.42,305.75,148.12,35.90,7.0047,43,1256.88,155.17,13,0.2050,,0.0180,none
2024-06-20,6015.22,261.50,5753.72,5753.72,0.00,0.00,67,86,84,89.78,896.05,417.64,305.20,133.53,39.68,6.7130,43,1232.32,151.90,13,0.2049,,0.0180,none
2024-06-21,6521.06,240.83,6280.23,6280.23,0.00,0.00,73,98,93,89.33,872.70,402.01,298.81,134.50,37.38,7.4723,42,1234.90,152.07,13,0.1894,,0.0180,none
2024-06-22,6563.18,214.29,6348.89,5434.70,914.19,914.19,70,90,76,93.76,908.54,405.31,316.11,148.28,38.84,7.2239,45,1245.44,154.04,13,0.1898,,0.0180,none
2024-06-23,5878.60,200.08,5678.52,4151.35,1527.17,2441.36,65,87,60,90.44,839.72,380.24,277.11,144.82,37.55,7.0007,44,1248.01,154.52,13,0.2123,,0.0180,none
2024-06-24,5356.43,236.56,5119.88,7561.24,-2441.36,0.00,57,74,105,93.97,866.44,373.19,309.76,146.51,36.98,6.1821,44,1161.35,141.43,12,0.2168,,0.0180,none
2024-06-25,5648.92,228.48,5420.44,5420.44,0.00,0.00,63,83,79,89.67,848.19,371.63,298.63,137.78,40.15,6.6600,43,1266.22,156.12,13,0.2242,,0.0180,none
2024-06-26,6015.34,243.53,5771.81,5771.81,0.00,0.00,66,87,82,91.14,877.07,406.01,300.73,133.36,36.97,6.8584,42,1239.89,153.65,13,0.2061,,0.0180,none
2024-06-27,6217.74,238.57,5979.17,5979.17,0.00,0.00,69,88,87,90.11,911.12,426.81,308.72,134.84,40.75,6.8243,46,1231.40,151.93,13,0.1980,,0.0180,none
2024-06-28,6480.01,231.30,6248.71,6248.71,0.00,0.00,73,97,92,88.77,856.82,381.20,282.69,155.49,37.44,7.5629,45,1349.58,168.10,14,0.2083,,0.0180,none
2024-06-29,6732.53,196.44,6536.09,5445.79,1090.30,1090.29,74,99,79,90.98,876.03,379.84,320.30,135.38,40.51,7.6853,44,1272.74,157.04,13,0.1890,,0.0180,none
2024-06-30,6031.16,226.42,5804.74,4159.81,1644.93,2735.22,66,87,60,91.38,880.95,377.08,310.13,152.36,41.38,6.8462,44,1242.83,153.30,13,0.2061,,0.0180,none
2024-07-01,7013.14,237.84,6775.30,9510.52,-2735.22,0.00,78,102,139,89.91,1130.74,528.14,373.23,185.48,43.89,6.2023,63,1645.31,204.55,17,0.2346,,0.0180,summer_event
2024-07-02,6922.57,248.43,6674.14,6674.14,0.00,0.00,76,98,96,91.09,1105.16,518.40,375.32,167.55,43.89,6.2639,59,1410.19,173.71,15,0.2037,,0.0180,summer_event
2024-07-03,7068.86,239.51,6829.35,6829.35,0.00,0.00,77,100,98,91.80,1078.28,465.20,373.93,191.97,47.18,6.5557,65,1416.70,175.15,15,0.2004,,0.0180,summer_event
2024-07-04,7638.55,242.89,7395.66,7395.66,0.00,0.00,81,106,103,94.30,1125.86,535.45,371.53,172.83,46.05,6.7846,62,1447.37,176.87,15,0.1895,,0.0180,summer_event
2024-07-05,7944.10,228.19,7715.91,7715.91,0.00,0.00,90,116,114,88.27,1103.05,506.93,372.60,181.31,42.21,7.2019,61,1545.28,190.35,16,0.1945,,0.0180,summer_event
2024-07-06,6878.34,247.94,6630.40,5456.88,1173.52,1173.52,76,102,79,90.50,932.78,422.26,327.81,140.95,41.76,7.3740,46,1233.34,152.57,13,0.1793,,0.0180,none
2024-07-07,6190.66,279.54,5911.11,4168.28,1742.83,2916.35,68,88,60,91.04,900.46,381.57,326.69,153.19,39.01,6.8750,44,1356.65,169.12,14,0.2191,,0.0180,none
2024-07-08,5620.96,287.55,5333.41,8249.77,-2916.36,0.00,63,82,121,89.22,912.89,390.91,335.09,147.74,39.15,6.1573,45,1245.92,154.29,13,0.2217,,0.0180,none
2024-07-09,5864.36,294.14,5570.22,5570.22,0.00,0.00,63,81,78,93.09,881.10,395.57,289.65,154.87,41.01,6.6557,46,1342.62,163.70,14,0.2289,,0.0180,none
2024-07-10,6215.13,316.85,5898.28,5898.28,0.00,0.00,66,85,83,94.17,950.62,418.95,334.62,156.67,40.38,6.5380,46,1256.42,155.15,13,0.2022,,0.0180,none
2024-07-11,6317.09,275.69,6041.40,6041.40,0.00,0.00,67,89,84,94.28,921.15,387.63,331.50,158.68,43.34,6.8578,48,1227.44,151.50,13,0.1943,,0.0180,none
2024-07-12,6789.35,236.23,6553.12,6553.12,0.00,0.00,74,96,94,91.75,922.05,398.05,324.95,160.75,38.30,7.3633,46,1364.14,170.58,14,0.2009,,0.0180,none
2024-07-13,7183.15,200.68,6982.47,5467.97,1514.50,1514.50,76,99,76,94.52,890.32,412.65,295.42,144.11,38.14,8.0681,43,1358.06,169.15,14,0.1891,,0.0180,none
2024-07-14,6924.68,222.92,6701.76,4176.75,2525.01,4039.51,78,102,61,88.78,1047.18,456.31,369.19,179.74,41.94,6.6127,58,1448.35,178.19,15,0.2092,,0.0360,monthly_promotion
2024-07-15,6553.65,247.60,6306.05,10345.56,-4039.51,0.00,73,94,152,89.78,1100.66,510.95,382.20,160.16,47.35,5.9543,59,1464.46,182.59,15,0.2235,,0.0360,monthly_promotion
2024-07-16,6864.21,241.83,6622.38,6622.38,0.00,0.00,75,98,95,91.52,1001.96,463.03,333.67,159.84,45.42,6.8508,54,1572.32,193.02,16,0.2291,,0.0360,monthly_promotion
2024-07-17,6525.01,259.31,6265.70,6265.70,0.00,0.00,73,95,91,89.38,917.55,417.24,321.08,140.53,38.70,7.1113,46,1352.02,164.56,14,0.2072,,0.0180,none
2024-07-18,6548.18,271.04,6277.14,6277.14,0.00,0.00,71,92,90,92.23,908.69,416.71,307.85,140.36,43.77,7.2062,46,1342.29,163.64,14,0.2050,,0.0180,none
2024-07-19,7092.11,249.42,6842.70,6842.70,0.00,0.00,77,99,97,92.11,946.84,444.43,296.77,161.59,44.05,7.4903,46,1332.46,163.13,14,0.1879,,0.0180,none
2024-07-20,7042.29,235.21,6807.08,5479.06,1328.02,1328.02,79,101,80,89.14,958.01,416.04,340.28,157.38,44.31,7.3510,49,1337.24,166.76,14,0.1899,,0.0180,none
2024-07-21,6470.66,248.33,6222.33,4185.22,2037.11,3365.14,72,94,61,89.87,971.75,452.03,314.64,165.24,39.84,6.6588,48,1375.83,171.64,14,0.2126,,0.0180,none
2024-07-22,5946.96,234.00,5712.96,9078.10,-3365.14,0.00,66,86,133,90.11,943.65,413.96,336.09,150.26,43.34,6.3021,47,1274.48,157.74,13,0.2143,,0.0180,none
2024-07-23,6143.74,247.24,5896.50,5896.50,0.00,0.00,65,84,82,94.52,942.93,429.63,314.31,154.77,44.22,6.5156,46,1339.62,166.99,14,0.2180,,0.0180,none
2024-07-24,6336.32,266.79,6069.53,6069.53,0.00,0.00,69,91,86,91.83,936.36,403.42,345.03,144.50,43.41,6.7670,45,1337.17,166.84,14,0.2110,,0.0180,none
2024-07-25,6614.20,253.23,6360.97,6360.97,0.00,0.00,71,91,90,93.16,920.19,408.45,309.19,159.13,43.42,7.1879,46,1322.24,164.77,14,0.1999,,0.0180,none
2024-07-26,7224.26,250.18,6974.08,6974.08,0.00,0.00,77,100,98,93.82,973.61,444.22,337.61,146.28,45.50,7.4201,50,1360.04,170.20,14,0.1883,,0.0180,none
2024-07-27,7287.01,220.66,7066.35,5490.14,1576.21,1576.21,81,108,80,89.96,910.09,404.41,310.88,151.64,43.16,8.0069,47,1429.39,176.67,15,0.1962,,0.0180,none
2024-07-28,6354.35,232.67,6121.68,4193.68,1928.00,3504.20,68,91,59,93.45,961.66,442.70,320.26,155.71,42.99,6.6077,49,1340.51,167.31,14,0.2110,,0.0180,none
2024-07-29,5947.42,234.03,5713.39,9217.60,-3504.21,0.00,66,88,133,90.11,942.84,412.75,339.66,148.35,42.08,6.3080,47,1354.75,165.10,14,0.2278,,0.0180,none
2024-07-30,6495.27,245.48,6249.79,6249.79,0.00,0.00,72,94,90,90.21,943.62,415.82,316.10,169.33,42.37,6.8834,50,1428.47,175.49,15,0.2199,,0.0180,none
2024-07-31,6881.98,266.85,6615.13,6615.13,0.00,0.00,77,102,97,89.38,993.46,448.63,344.73,155.34,44.76,6.9273,49,1474.32,183.96,15,0.2142,,0.0180,none
2024-08-01,6897.81,290.22,6607.59,6607.59,0.00,0.00,75,100,94,91.97,933.84,407.61,335.56,150.18,40.49,7.3865,45,1368.10,171.05,14,0.1983,,0.0180,none
2024-08-02,7119.54,242.74,6876.80,6876.80,0.00,0.00,78,102,99,91.28,988.96,443.86,345.13,153.30,46.67,7.1990,51,1343.39,164.70,14,0.1887,,0.0180,none
2024-08-03,7434.32,212.15,7222.17,5501.23,1720.94,1720.94,82,105,79,90.66,942.40,423.50,317.27,156.73,44.90,7.8887,49,1459.81,180.06,15,0.1964,,0.0180,none
2024-08-04,6675.57,230.95,6444.61,4202.15,2242.46,3963.40,71,92,59,94.02,960.61,421.00,334.02,160.55,45.04,6.9493,50,1421.76,174.89,15,0.2130,,0.0180,none
2024-08-05,6278.75,249.42,6029.32,9992.72,-3963.40,0.00,71,94,149,88.43,1024.57,467.20,353.03,160.35,43.99,6.1282,50,1333.72,162.91,14,0.2124,,0.0180,none
2024-08-06,6289.80,277.40,6012.40,6012.40,0.00,0.00,67,89,84,93.88,1006.91,459.53,332.85,169.15,45.38,6.2466,50,1226.26,151.36,13,0.1950,,0.0180,none
2024-08-07,6673.66,272.11,6401.55,6401.55,0.00,0.00,74,97,93,90.18,1001.68,475.33,315.34,163.68,47.33,6.6625,53,1237.06,153.23,13,0.1854,,0.0180,none
2024-08-08,7128.63,289.46,6839.16,6839.16,0.00,0.00,76,101,96,93.80,1010.34,462.94,334.79,166.82,45.79,7.0557,51,1341.62,167.06,14,0.1882,,0.0180,none
2024-08-09,7225.87,233.62,6992.25,6992.25,0.00,0.00,81,107,103,89.21,1004.54,437.55,361.61,160.92,44.46,7.1932,51,1281.61,158.44,13,0.1774,,0.0180,none
2024-08-10,7840.11,254.73,7585.38,5512.32,2073.06,2073.06,87,117,80,90.12,1035.85,468.83,363.32,161.90,41.80,7.5688,50,1407.40,173.25,15,0.1795,,0.0180,none
2024-08-11,6936.13,238.15,6697.98,4210.62,2487.36,4560.42,78,103,62,88.92,1017.37,445.58,370.36,157.18,44.25,6.8177,51,1360.73,169.75,14,0.1962,,0.0180,none
2024-08-12,6446.60,238.03,6208.56,10768.99,-4560.43,0.00,69,92,152,93.43,1054.51,479.05,362.21,167.49,45.76,6.1134,52,1476.63,183.45,15,0.2291,,0.0180,none
2024-08-13,6575.13,290.12,6285.00,6285.00,0.00,0.00,70,90,88,93.93,959.62,425.39,327.35,163.62,43.26,6.8518,49,1339.51,163.42,14,0.2037,,0.0180,none
2024-08-14,7533.59,253.35,7280.24,7280.24,0.00,0.00,80,107,101,94.17,1111.21,512.26,372.69,177.20,49.06,6.7796,61,1504.63,184.84,16,0.1997,,0.0360,monthly_promotion
2024-08-15,8274.51,306.24,7968.27,7968.27,0.00,0.00,91,119,114,90.93,1155.55,542.63,385.07,178.23,49.62,7.1607,62,1746.68,218.19,18,0.2111,,0.0360,monthly_promotion
2024-08-16,8756.96,248.86,8508.10,8508.10,0.00,0.00,94,125,120,93.16,1235.43,561.37,431.18,192.93,49.95,7.0882,67,1740.75,217.18,18,0.1988,,0.0360,monthly_promotion
2024-08-17,7707.82,249.62,7458.20,5523.41,1934.79,1934.79,84,112,78,91.76,999.56,441.56,347.28,165.58,45.14,7.7112,51,1468.06,181.13,15,0.1905,,0.0180,none
2024-08-18,7050.39,253.39,6797.00,4219.08,2577.92,4512.70,75,99,59,94.01,1038.39,472.81,358.90,157.41,49.27,6.7897,52,1365.79,170.84,14,0.1937,,0.0180,none
2024-08-19,6646.34,298.27,6348.07,10852.19,-4504.12,8.59,74,98,158,89.82,1026.84,451.04,350.29,178.20,47.31,6.4726,52,1525.07,189.78,16,0.2295,,0.0180,none
2024-08-20,6660.03,318.98,6341.05,6349.64,-8.59,0.00,71,93,89,93.80,1057.81,485.08,370.94,156.55,45.24,6.2961,50,1246.71,153.99,13,0.1872,11.97,0.0180,none
2024-08-21,7207.70,346.96,6860.74,6860.74,0.00,0.00,81,106,101,88.98,1041.53,453.85,374.58,169.98,43.12,6.9203,49,1674.57,207.79,17,0.2323,16.60,0.0180,none
2024-08-22,7509.33,303.59,7205.74,7205.74,0.00,0.00,81,104,102,92.71,1029.60,473.78,330.77,176.71,48.34,7.2934,54,1557.33,192.13,16,0.2074,18.01,0.0180,none
2024-08-23,7837.52,259.99,7577.53,7577.53,0.00,0.00,87,112,110,90.09,1012.94,453.67,348.95,164.07,46.25,7.7374,49,1487.71,181.57,15,0.1898,19.44,0.0180,none
2024-08-24,7895.84,238.42,7657.41,5534.50,2122.91,2122.91,88,116,81,89.73,1052.49,478.20,360.81,165.75,47.73,7.5021,53,1473.70,181.64,15,0.1866,11.03,0.0180,none
2024-08-25,7283.65,247.01,7036.64,4227.55,2809.09,4932.00,81,105,61,89.92,1117.62,501.03,386.60,186.02,43.97,6.5171,55,1529.02,187.56,16,0.2099,1.06,0.0180,none
2024-08-26,6473.22,293.33,6179.89,10873.96,-4694.07,237.93,74,96,162,87.48,1038.76,466.55,349.73,176.90,45.58,6.2317,53,1465.24,184.08,15,0.2264,-0.85,0.0180,none
2024-08-27,6951.83,277.77,6674.06,6911.99,-237.93,0.00,79,103,103,88.00,1112.08,500.33,379.92,181.87,49.96,6.2512,57,1357.84,169.00,14,0.1953,18.80,0.0180,none
2024-08-28,7159.94,302.90,6857.05,6857.05,0.00,0.00,80,104,101,89.50,1028.74,465.16,346.02,173.13,44.43,6.9599,52,1511.68,185.80,16,0.2111,16.15,0.0180,none
2024-08-29,7531.96,302.49,7229.48,7229.48,0.00,0.00,82,108,103,91.85,1072.69,497.23,345.39,179.32,50.75,7.0216,54,1424.31,175.46,15,0.1891,16.82,0.0180,none
2024-08-30,7988.60,274.12,7714.47,7714.47,0.00,0.00,87,114,110,91.82,1061.67,472.99,366.70,174.80,47.18,7.5246,55,1551.85,191.10,16,0.1943,21.59,0.0180,none
2024-08-31,8375.00,257.78,8117.22,5545.58,2571.64,2571.64,93,121,81,90.05,1122.02,527.56,375.51,168.19,50.76,7.4642,55,1439.41,178.65,15,0.1719,12.11,0.0180,none
2024-09-01,7528.60,263.91,7264.69,4236.02,3028.67,5600.31,83,110,62,90.71,1113.30,504.80,369.34,187.34,51.82,6.7624,56,1531.87,190.74,16,0.2035,2.58,0.0180,none
2024-09-02,6793.27,268.31,6524.97,10895.73,-4370.76,1229.54,74,99,155,91.80,1067.97,456.32,382.90,178.16,50.59,6.3609,56,1654.70,205.20,17,0.2436,-0.24,0.0180,none
2024-09-03,7201.89,263.72,6938.18,8167.72,-1229.54,0.00,80,106,119,90.02,1117.78,497.43,390.36,185.38,44.61,6.4430,54,1562.07,192.24,16,0.2169,17.75,0.0180,none
2024-09-04,7410.73,292.54,7118.19,7118.19,0.00,0.00,80,104,101,92.63,1035.24,477.66,345.56,167.22,44.80,7.1585,50,1545.38,193.09,16,0.2085,16.74,0.0180,none
2024-09-05,7581.80,296.07,7285.73,7285.73,0.00,0.00,86,112,108,88.16,1073.90,458.18,399.73,169.49,46.50,7.0601,51,1635.41,203.37,17,0.2157,14.01,0.0180,none
2024-09-06,8104.36,274.54,7829.82,7829.82,0.00,0.00,89,115,112,91.06,1120.59,533.50,374.02,167.93,45.14,7.2322,54,1530.93,188.73,16,0.1889,20.60,0.0180,none
2024-09-07,8470.97,243.86,8227.10,5556.67,2670.43,2670.43,92,121,79,92.08,1098.11,503.32,381.38,167.29,46.12,7.7141,53,1530.25,188.49,16,0.1806,16.25,0.0180,none
2024-09-08,7342.45,272.12,7070.33,4244.49,2825.84,5496.28,79,106,60,92.94,1074.95,477.47,374.02,177.07,46.39,6.8305,52,1526.67,187.39,16,0.2079,-0.88,0.0180,none
2024-09-09,6826.42,281.70,6544.72,10917.50,-4372.78,1123.49,77,99,162,88.65,1085.41,467.45,396.86,172.99,48.11,6.2893,53,1648.13,205.16,17,0.2414,-3.26,0.0180,none
2024-09-10,7234.76,296.69,6938.06,8061.56,-1123.50,0.00,81,104,119,89.32,1057.23,466.43,373.51,168.77,48.52,6.8431,52,1527.13,187.22,16,0.2111,15.40,0.0180,none
2024-09-11,7811.56,324.01,7487.56,7487.56,0.00,0.00,86,111,108,90.83,1138.05,533.55,371.28,182.33,50.89,6.8640,56,1543.43,189.64,16,0.1976,20.86,0.0180,none
2024-09-12,7697.39,302.10,7395.28,7395.28,0.00,0.00,84,111,106,91.64,1148.56,503.77,406.94,184.27,53.58,6.7018,58,1420.51,174.85,15,0.1845,11.33,0.0180,none
2024-09-13,8467.28,295.09,8172.19,8172.19,0.00,0.00,95,123,120,89.13,1183.09,535.78,411.86,187.51,47.94,7.1569,56,1550.94,190.91,16,0.1832,7.60,0.0180,none
2024-09-14,9519.97,250.74,9269.23,5567.76,3701.47,3701.47,103,132,79,92.43,1259.60,587.06,424.53,194.60,53.41,7.5579,68,1713.92,212.24,18,0.1800,17.22,0.0360,monthly_promotion
2024-09-15,8390.85,262.99,8127.87,4252.95,3874.92,7576.39,91,121,60,92.21,1292.61,580.87,447.81,207.96,55.97,6.4914,70,1724.66,215.66,18,0.2055,-2.36,0.0360,monthly_promotion
2024-09-16,8073.85,279.80,7794.06,10939.28,-3145.22,4431.17,89,118,158,90.72,1263.31,577.22,414.21,222.02,49.86,6.3910,68,1756.93,219.81,18,0.2176,16.58,0.0360,monthly_promotion
2024-09-17,7352.19,313.55,7038.65,10942.39,-3903.74,527.42,81,107,157,90.77,1161.24,553.63,375.87,178.84,52.90,6.3313,58,1623.35,198.50,17,0.2208,16.17,0.0180,none
2024-09-18,8020.14,308.33,7711.80,8239.23,-527.43,0.00,86,111,116,93.26,1159.55,508.83,403.35,194.99,52.38,6.9166,59,1634.79,203.32,17,0.2038,21.04,0.0180,none
2024-09-19,8241.33,371.27,7870.06,7870.06,0.00,0.00,94,124,117,87.67,1148.60,540.12,373.65,185.56,49.27,7.1751,56,1822.97,225.52,19,0.2212,15.50,0.0180,none
2024-09-20,8837.05,294.04,8543.01,8543.01,0.00,0.00,96,125,122,92.05,1161.47,522.46,385.07,199.51,54.43,7.6085,60,1705.02,208.84,18,0.1929,24.72,0.0180,none
2024-09-21,8837.74,287.41,8550.33,5578.85,2971.48,2971.48,96,125,80,92.06,1183.33,558.14,400.33,174.95,49.91,7.4685,57,1506.23,185.18,16,0.1704,10.54,0.0180,none
2024-09-22,7934.73,259.70,7675.03,4261.42,3413.61,6385.09,87,116,62,91.20,1233.72,564.66,415.91,198.62,54.53,6.4315,62,1725.30,215.06,18,0.2174,-3.02,0.0180,none
2024-09-23,7132.76,311.37,6821.40,10961.05,-4139.65,2245.44,78,100,156,91.45,1156.22,504.29,416.15,187.90,47.88,6.1690,57,1598.25,198.05,17,0.2241,1.14,0.0180,none
2024-09-24,7773.67,323.34,7450.34,9695.78,-2245.44,0.00,88,115,144,88.34,1157.46,540.05,367.66,201.72,48.03,6.7161,57,1729.86,213.29,18,0.2225,19.23,0.0180,none
2024-09-25,7898.52,353.59,7544.93,7544.93,0.00,0.00,86,112,107,91.84,1106.81,507.75,375.10,176.12,47.84,7.1363,56,1607.32,199.40,17,0.2035,12.46,0.0180,none
2024-09-26,8239.80,328.28,7911.52,7911.52,0.00,0.00,93,125,117,88.60,1159.03,545.27,383.78,179.89,50.09,7.1092,56,1748.92,218.12,18,0.2123,13.59,0.0180,none
2024-09-27,8883.14,292.77,8590.37,8590.37,0.00,0.00,100,131,127,88.83,1156.38,538.79,384.39,180.80,52.40,7.6819,57,1700.14,212.06,18,0.1914,26.50,0.0180,none
2024-09-28,9048.50,275.71,8772.79,5589.94,3182.85,3182.85,100,134,81,90.48,1252.01,570.27,425.31,205.03,51.40,7.2272,60,1739.63,213.28,18,0.1923,12.91,0.0180,none
2024-09-29,8026.68,279.85,7746.83,4269.89,3476.94,6659.79,86,112,60,93.33,1165.48,547.42,387.50,177.58,52.98,6.8870,60,1785.46,220.82,19,0.2224,-1.06,0.0180,none
2024-09-30,7560.16,323.61,7236.55,10982.82,-3746.27,2913.51,86,111,164,87.91,1209.87,517.77,431.05,205.22,55.83,6.2487,61,1811.78,223.16,19,0.2396,4.57,0.0180,none
2024-10-01,7582.34,289.84,7292.50,10206.01,-2913.51,0.00,81,107,144,93.61,1138.35,517.62,380.70,189.55,50.48,6.6608,58,1543.00,189.21,16,0.2035,17.27,0.0180,none
2024-10-02,8172.71,316.77,7855.94,7855.94,0.00,0.00,89,115,112,91.83,1150.27,518.72,380.50,198.98,52.07,7.1050,58,1743.15,216.82,18,0.2133,18.67,0.0180,none
2024-10-03,8492.44,337.09,8155.35,8155.35,0.00,0.00,93,123,117,91.32,1143.20,497.02,387.49,202.71,55.98,7.4287,62,1729.69,215.56,18,0.2037,16.15,0.0180,none
2024-10-04,8699.89,306.48,8393.41,8393.41,0.00,0.00,99,131,125,87.88,1206.58,535.51,435.07,185.44,50.56,7.2104,58,1642.20,204.33,17,0.1888,17.63,0.0180,none
2024-10-05,9219.40,271.79,8947.62,5601.02,3346.60,3346.59,104,136,83,88.65,1237.99,574.83,425.29,186.05,51.82,7.4471,60,1715.97,210.39,18,0.1861,17.23,0.0180,none
2024-10-06,8228.37,284.10,7944.27,4278.36,3665.91,7012.51,88,117,60,93.50,1234.14,547.92,439.89,193.71,52.62,6.6673,63,1694.75,211.69,18,0.2060,-1.11,0.0180,none
2024-10-07,7814.49,329.20,7485.29,11004.60,-3519.31,3493.21,86,115,158,90.87,1255.81,588.63,408.79,201.67,56.72,6.2227,63,1720.45,210.71,18,0.2202,7.49,0.0180,none
2024-10-08,7741.91,308.45,7433.46,10926.66,-3493.20,0.00,85,111,157,91.08,1240.60,554.17,443.34,188.02,55.07,6.2405,61,1623.15,201.23,17,0.2097,16.54,0.0180,none
2024-10-09,8392.57,326.57,8066.00,8066.00,0.00,0.00,89,118,112,94.30,1180.96,512.85,424.48,187.82,55.81,7.1066,60,1705.03,212.60,18,0.2032,16.74,0.0180,none
