activity_date,partner,clicks,orders,revenue_usd,commission_usd,updated_at
2025-02-06,creator_collective,173,9,846.13,118.46,2026-08-20T09:00:00Z
2025-02-06,cashback_network,146,6,547.00,54.70,2026-08-20T09:00:00Z
2025-02-06,editorial_partner,98,4,439.81,52.78,2026-08-20T09:00:00Z
2025-02-07,creator_collective,154,8,778.69,109.02,2026-08-20T09:00:00Z
2025-02-07,cashback_network,122,5,448.30,44.83,2026-08-20T09:00:00Z
2025-02-07,editorial_partner,98,4,443.96,53.28,2026-08-20T09:00:00Z
2025-02-08,creator_collective,173,9,856.87,119.96,2026-08-20T09:00:00Z
2025-02-08,cashback_network,146,6,540.90,54.09,2026-08-20T09:00:00Z
2025-02-08,editorial_partner,98,4,429.57,51.55,2026-08-20T09:00:00Z
2025-02-09,creator_collective,154,8,776.83,108.76,2026-08-20T09:00:00Z
2025-02-09,cashback_network,122,5,437.11,43.71,2026-08-20T09:00:00Z
2025-02-09,editorial_partner,98,4,448.90,53.87,2026-08-20T09:00:00Z
2025-02-10,creator_collective,135,7,663.78,92.93,2026-08-20T09:00:00Z
2025-02-10,cashback_network,122,5,452.56,45.26,2026-08-20T09:00:00Z
2025-02-10,editorial_partner,98,4,423.21,50.79,2026-08-20T09:00:00Z
2025-02-11,creator_collective,154,8,775.04,108.51,2026-08-20T09:00:00Z
2025-02-11,cashback_network,146,6,516.40,51.64,2026-08-20T09:00:00Z
2025-02-11,editorial_partner,98,4,430.13,51.62,2026-08-20T09:00:00Z
2025-02-12,creator_collective,154,8,791.64,110.83,2026-08-20T09:00:00Z
2025-02-12,cashback_network,146,6,536.13,53.61,2026-08-20T09:00:00Z
2025-02-12,editorial_partner,98,4,429.98,51.60,2026-08-20T09:00:00Z
2025-02-13,creator_collective,154,8,752.46,105.34,2026-08-20T09:00:00Z
2025-02-13,cashback_network,122,5,445.26,44.53,2026-08-20T09:00:00Z
2025-02-13,editorial_partner,98,4,428.29,51.39,2026-08-20T09:00:00Z
2025-02-14,creator_collective,154,8,785.67,109.99,2026-08-20T09:00:00Z
2025-02-14,cashback_network,146,6,542.91,54.29,2026-08-20T09:00:00Z
2025-02-14,editorial_partner,98,4,448.55,53.83,2026-08-20T09:00:00Z
2025-02-15,creator_collective,173,9,878.51,122.99,2026-08-20T09:00:00Z
2025-02-15,cashback_network,146,6,517.80,51.78,2026-08-20T09:00:00Z
2025-02-15,editorial_partner,122,5,540.03,64.80,2026-08-20T09:00:00Z
2025-02-16,creator_collective,192,10,996.08,139.45,2026-08-20T09:00:00Z
2025-02-16,cashback_network,146,6,508.34,50.83,2026-08-20T09:00:00Z
2025-02-16,editorial_partner,122,5,560.88,67.31,2026-08-20T09:00:00Z
2025-02-17,creator_collective,154,8,794.69,111.26,2026-08-20T09:00:00Z
2025-02-17,cashback_network,122,5,443.97,44.40,2026-08-20T09:00:00Z
2025-02-17,editorial_partner,98,4,416.42,49.97,2026-08-20T09:00:00Z
2025-02-18,creator_collective,154,8,789.93,110.59,2026-08-20T09:00:00Z
2025-02-18,cashback_network,122,5,437.38,43.74,2026-08-20T09:00:00Z
2025-02-18,editorial_partner,98,4,415.24,49.83,2026-08-20T09:00:00Z
2025-02-19,creator_collective,154,8,771.06,107.95,2026-08-20T09:00:00Z
2025-02-19,cashback_network,122,5,423.55,42.35,2026-08-20T09:00:00Z
2025-02-19,editorial_partner,98,4,428.76,51.45,2026-08-20T09:00:00Z
2025-02-20,creator_collective,154,8,750.96,105.13,2026-08-20T09:00:00Z
2025-02-20,cashback_network,146,6,526.74,52.67,2026-08-20T09:00:00Z
2025-02-20,editorial_partner,98,4,430.30,51.64,2026-08-20T09:00:00Z
2025-02-21,creator_collective,154,8,784.60,109.84,2026-08-20T09:00:00Z
2025-02-21,cashback_network,122,5,431.53,43.15,2026-08-20T09:00:00Z
2025-02-21,editorial_partner,73,3,328.33,39.40,2026-08-20T09:00:00Z
2025-02-22,creator_collective,154,8,782.04,109.49,2026-08-20T09:00:00Z
2025-02-22,cashback_network,122,5,441.01,44.10,2026-08-20T09:00:00Z
2025-02-22,editorial_partner,98,4,441.96,53.04,2026-08-20T09:00:00Z
2025-02-23,creator_collective,135,7,690.39,96.66,2026-08-20T09:00:00Z
2025-02-23,cashback_network,122,5,423.37,42.34,2026-08-20T09:00:00Z
2025-02-23,editorial_partner,98,4,447.96,53.76,2026-08-20T09:00:00Z
2025-02-24,creator_collective,135,7,647.63,90.67,2026-08-20T09:00:00Z
2025-02-24,cashback_network,122,5,439.10,43.91,2026-08-20T09:00:00Z
2025-02-24,editorial_partner,98,4,437.08,52.45,2026-08-20T09:00:00Z
2025-02-25,creator_collective,135,7,664.85,93.08,2026-08-20T09:00:00Z
2025-02-25,cashback_network,122,5,447.60,44.76,2026-08-20T09:00:00Z
2025-02-25,editorial_partner,98,4,433.59,52.03,2026-08-20T09:00:00Z
2025-02-26,creator_collective,135,7,652.64,91.37,2026-08-20T09:00:00Z
2025-02-26,cashback_network,122,5,441.02,44.10,2026-08-20T09:00:00Z
2025-02-26,editorial_partner,98,4,439.20,52.70,2026-08-20T09:00:00Z
2025-02-27,creator_collective,154,8,771.90,108.07,2026-08-20T09:00:00Z
2025-02-27,cashback_network,122,5,443.51,44.35,2026-08-20T09:00:00Z
2025-02-27,editorial_partner,98,4,434.00,52.08,2026-08-20T09:00:00Z
2025-02-28,creator_collective,154,8,781.19,109.37,2026-08-20T09:00:00Z
2025-02-28,cashback_network,122,5,449.84,44.98,2026-08-20T09:00:00Z
2025-02-28,editorial_partner,73,3,322.15,38.66,2026-08-20T09:00:00Z
2025-03-01,creator_collective,135,7,645.87,90.42,2026-08-20T09:00:00Z
2025-03-01,cashback_network,122,5,443.89,44.39,2026-08-20T09:00:00Z
2025-03-01,editorial_partner,98,4,431.87,51.82,2026-08-20T09:00:00Z
2025-03-02,creator_collective,135,7,657.34,92.03,2026-08-20T09:00:00Z
2025-03-02,cashback_network,122,5,434.34,43.43,2026-08-20T09:00:00Z
2025-03-02,editorial_partner,98,4,435.01,52.20,2026-08-20T09:00:00Z
2025-03-03,creator_collective,135,7,656.53,91.91,2026-08-20T09:00:00Z
2025-03-03,cashback_network,122,5,454.62,45.46,2026-08-20T09:00:00Z
2025-03-03,editorial_partner,98,4,448.46,53.82,2026-08-20T09:00:00Z
2025-03-04,creator_collective,154,8,767.79,107.49,2026-08-20T09:00:00Z
2025-03-04,cashback_network,122,5,444.53,44.45,2026-08-20T09:00:00Z
2025-03-04,editorial_partner,98,4,432.55,51.91,2026-08-20T09:00:00Z
2025-03-05,creator_collective,135,7,645.91,90.43,2026-08-20T09:00:00Z
2025-03-05,cashback_network,122,5,436.18,43.62,2026-08-20T09:00:00Z
2025-03-05,editorial_partner,73,3,330.15,39.62,2026-08-20T09:00:00Z
2025-03-06,creator_collective,135,7,645.49,90.37,2026-08-20T09:00:00Z
2025-03-06,cashback_network,122,5,434.10,43.41,2026-08-20T09:00:00Z
2025-03-06,editorial_partner,98,4,426.24,51.15,2026-08-20T09:00:00Z
2025-03-07,creator_collective,154,8,752.26,105.32,2026-08-20T09:00:00Z
2025-03-07,cashback_network,98,4,352.99,35.30,2026-08-20T09:00:00Z
2025-03-07,editorial_partner,73,3,329.08,39.49,2026-08-20T09:00:00Z
2025-03-08,creator_collective,135,7,686.35,96.09,2026-08-20T09:00:00Z
2025-03-08,cashback_network,122,5,452.25,45.22,2026-08-20T09:00:00Z
2025-03-08,editorial_partner,98,4,415.28,49.83,2026-08-20T09:00:00Z
2025-03-09,creator_collective,135,7,651.81,91.25,2026-08-20T09:00:00Z
2025-03-09,cashback_network,122,5,443.66,44.37,2026-08-20T09:00:00Z
2025-03-09,editorial_partner,73,3,325.89,39.11,2026-08-20T09:00:00Z
2025-03-10,creator_collective,154,8,756.32,105.89,2026-08-20T09:00:00Z
2025-03-10,cashback_network,122,5,433.24,43.32,2026-08-20T09:00:00Z
2025-03-10,editorial_partner,73,3,328.80,39.46,2026-08-20T09:00:00Z
2025-03-11,creator_collective,154,8,767.40,107.44,2026-08-20T09:00:00Z
2025-03-11,cashback_network,122,5,457.23,45.72,2026-08-20T09:00:00Z
2025-03-11,editorial_partner,98,4,415.72,49.89,2026-08-20T09:00:00Z
2025-03-12,creator_collective,135,7,657.88,92.10,2026-08-20T09:00:00Z
2025-03-12,cashback_network,122,5,454.81,45.48,2026-08-20T09:00:00Z
2025-03-12,editorial_partner,98,4,447.86,53.74,2026-08-20T09:00:00Z
2025-03-13,creator_collective,135,7,652.73,91.38,2026-08-20T09:00:00Z
2025-03-13,cashback_network,122,5,438.71,43.87,2026-08-20T09:00:00Z
2025-03-13,editorial_partner,73,3,327.15,39.26,2026-08-20T09:00:00Z
2025-03-14,creator_collective,154,8,761.87,106.66,2026-08-20T09:00:00Z
2025-03-14,cashback_network,146,6,511.91,51.19,2026-08-20T09:00:00Z
2025-03-14,editorial_partner,98,4,428.69,51.44,2026-08-20T09:00:00Z
2025-03-15,creator_collective,173,9,835.38,116.95,2026-08-20T09:00:00Z
2025-03-15,cashback_network,122,5,440.08,44.01,2026-08-20T09:00:00Z
2025-03-15,editorial_partner,98,4,416.67,50.00,2026-08-20T09:00:00Z
2025-03-16,creator_collective,154,8,776.29,108.68,2026-08-20T09:00:00Z
2025-03-16,cashback_network,146,6,531.66,53.17,2026-08-20T09:00:00Z
2025-03-16,editorial_partner,98,4,436.39,52.37,2026-08-20T09:00:00Z
2025-03-17,creator_collective,135,7,658.17,92.14,2026-08-20T09:00:00Z
2025-03-17,cashback_network,122,5,454.31,45.43,2026-08-20T09:00:00Z
2025-03-17,editorial_partner,98,4,415.63,49.88,2026-08-20T09:00:00Z
2025-03-18,creator_collective,135,7,674.32,94.41,2026-08-20T09:00:00Z
2025-03-18,cashback_network,98,4,341.29,34.13,2026-08-20T09:00:00Z
2025-03-18,editorial_partner,98,4,418.42,50.21,2026-08-20T09:00:00Z
2025-03-19,creator_collective,135,7,668.80,93.63,2026-08-20T09:00:00Z
2025-03-19,cashback_network,122,5,426.30,42.63,2026-08-20T09:00:00Z
2025-03-19,editorial_partner,73,3,322.05,38.65,2026-08-20T09:00:00Z
2025-03-20,creator_collective,135,7,673.87,94.34,2026-08-20T09:00:00Z
2025-03-20,cashback_network,98,4,348.04,34.80,2026-08-20T09:00:00Z
2025-03-20,editorial_partner,98,4,425.25,51.03,2026-08-20T09:00:00Z
2025-03-21,creator_collective,115,6,593.94,83.15,2026-08-20T09:00:00Z
2025-03-21,cashback_network,98,4,365.23,36.52,2026-08-20T09:00:00Z
2025-03-21,editorial_partner,73,3,324.16,38.90,2026-08-20T09:00:00Z
2025-03-22,creator_collective,115,6,575.89,80.62,2026-08-20T09:00:00Z
2025-03-22,cashback_network,98,4,363.01,36.30,2026-08-20T09:00:00Z
2025-03-22,editorial_partner,73,3,318.17,38.18,2026-08-20T09:00:00Z
2025-03-23,creator_collective,115,6,593.38,83.07,2026-08-20T09:00:00Z
2025-03-23,cashback_network,122,5,436.25,43.62,2026-08-20T09:00:00Z
2025-03-23,editorial_partner,73,3,332.08,39.85,2026-08-20T09:00:00Z
2025-03-24,creator_collective,135,7,676.41,94.70,2026-08-20T09:00:00Z
2025-03-24,cashback_network,98,4,345.57,34.56,2026-08-20T09:00:00Z
2025-03-24,editorial_partner,73,3,327.95,39.35,2026-08-20T09:00:00Z
2025-03-25,creator_collective,154,8,738.95,103.45,2026-08-20T09:00:00Z
2025-03-25,cashback_network,122,5,438.78,43.88,2026-08-20T09:00:00Z
2025-03-25,editorial_partner,98,4,420.92,50.51,2026-08-20T09:00:00Z
2025-03-26,creator_collective,135,7,649.87,90.98,2026-08-20T09:00:00Z
2025-03-26,cashback_network,122,5,431.50,43.15,2026-08-20T09:00:00Z
2025-03-26,editorial_partner,98,4,444.99,53.40,2026-08-20T09:00:00Z
2025-03-27,creator_collective,135,7,650.19,91.03,2026-08-20T09:00:00Z
2025-03-27,cashback_network,122,5,429.42,42.94,2026-08-20T09:00:00Z
2025-03-27,editorial_partner,73,3,327.59,39.31,2026-08-20T09:00:00Z
2025-03-28,creator_collective,115,6,560.71,78.50,2026-08-20T09:00:00Z
2025-03-28,cashback_network,98,4,350.78,35.08,2026-08-20T09:00:00Z
2025-03-28,editorial_partner,73,3,321.18,38.54,2026-08-20T09:00:00Z
2025-03-29,creator_collective,135,7,671.35,93.99,2026-08-20T09:00:00Z
2025-03-29,cashback_network,122,5,441.47,44.15,2026-08-20T09:00:00Z
2025-03-29,editorial_partner,73,3,317.92,38.15,2026-08-20T09:00:00Z
2025-03-30,creator_collective,135,7,645.70,90.40,2026-08-20T09:00:00Z
2025-03-30,cashback_network,122,5,441.00,44.10,2026-08-20T09:00:00Z
2025-03-30,editorial_partner,73,3,315.31,37.84,2026-08-20T09:00:00Z
2025-03-31,creator_collective,115,6,592.29,82.92,2026-08-20T09:00:00Z
2025-03-31,cashback_network,122,5,449.45,44.94,2026-08-20T09:00:00Z
2025-03-31,editorial_partner,98,4,443.70,53.24,2026-08-20T09:00:00Z
2025-04-01,creator_collective,154,8,791.51,110.81,2026-08-20T09:00:00Z
2025-04-01,cashback_network,98,4,356.17,35.62,2026-08-20T09:00:00Z
2025-04-01,editorial_partner,98,4,448.57,53.83,2026-08-20T09:00:00Z
2025-04-02,creator_collective,135,7,650.51,91.07,2026-08-20T09:00:00Z
2025-04-02,cashback_network,98,4,339.24,33.92,2026-08-20T09:00:00Z
2025-04-02,editorial_partner,98,4,445.79,53.50,2026-08-20T09:00:00Z
2025-04-03,creator_collective,135,7,676.64,94.73,2026-08-20T09:00:00Z
2025-04-03,cashback_network,122,5,454.46,45.45,2026-08-20T09:00:00Z
2025-04-03,editorial_partner,73,3,318.17,38.18,2026-08-20T09:00:00Z
2025-04-04,creator_collective,115,6,590.09,82.61,2026-08-20T09:00:00Z
2025-04-04,cashback_network,98,4,366.07,36.61,2026-08-20T09:00:00Z
2025-04-04,editorial_partner,73,3,320.55,38.47,2026-08-20T09:00:00Z
2025-04-05,creator_collective,154,8,770.32,107.85,2026-08-20T09:00:00Z
2025-04-05,cashback_network,122,5,441.42,44.14,2026-08-20T09:00:00Z
2025-04-05,editorial_partner,73,3,327.16,39.26,2026-08-20T09:00:00Z
2025-04-06,creator_collective,115,6,563.70,78.92,2026-08-20T09:00:00Z
2025-04-06,cashback_network,98,4,362.42,36.24,2026-08-20T09:00:00Z
2025-04-06,editorial_partner,73,3,328.59,39.43,2026-08-20T09:00:00Z
2025-04-07,creator_collective,154,8,789.41,110.52,2026-08-20T09:00:00Z
2025-04-07,cashback_network,98,4,345.74,34.57,2026-08-20T09:00:00Z
2025-04-07,editorial_partner,73,3,317.64,38.12,2026-08-20T09:00:00Z
2025-04-08,creator_collective,115,6,564.20,78.99,2026-08-20T09:00:00Z
2025-04-08,cashback_network,122,5,443.28,44.33,2026-08-20T09:00:00Z
2025-04-08,editorial_partner,73,3,323.88,38.87,2026-08-20T09:00:00Z
2025-04-09,creator_collective,135,7,685.32,95.95,2026-08-20T09:00:00Z
2025-04-09,cashback_network,98,4,341.20,34.12,2026-08-20T09:00:00Z
2025-04-09,editorial_partner,73,3,326.34,39.16,2026-08-20T09:00:00Z
2025-04-10,creator_collective,135,7,666.31,93.28,2026-08-20T09:00:00Z
2025-04-10,cashback_network,98,4,364.34,36.43,2026-08-20T09:00:00Z
2025-04-10,editorial_partner,73,3,323.51,38.82,2026-08-20T09:00:00Z
2025-04-11,creator_collective,115,6,576.67,80.73,2026-08-20T09:00:00Z
2025-04-11,cashback_network,122,5,450.59,45.06,2026-08-20T09:00:00Z
2025-04-11,editorial_partner,73,3,329.71,39.56,2026-08-20T09:00:00Z
2025-04-12,creator_collective,135,7,648.84,90.84,2026-08-20T09:00:00Z
2025-04-12,cashback_network,98,4,363.04,36.30,2026-08-20T09:00:00Z
2025-04-12,editorial_partner,73,3,315.36,37.84,2026-08-20T09:00:00Z
2025-04-13,creator_collective,135,7,668.53,93.59,2026-08-20T09:00:00Z
2025-04-13,cashback_network,98,4,357.65,35.76,2026-08-20T09:00:00Z
2025-04-13,editorial_partner,98,4,428.82,51.46,2026-08-20T09:00:00Z
2025-04-14,creator_collective,135,7,656.30,91.88,2026-08-20T09:00:00Z
2025-04-14,cashback_network,122,5,425.23,42.52,2026-08-20T09:00:00Z
2025-04-14,editorial_partner,98,4,446.40,53.57,2026-08-20T09:00:00Z
2025-04-15,creator_collective,154,8,759.74,106.36,2026-08-20T09:00:00Z
2025-04-15,cashback_network,122,5,431.37,43.14,2026-08-20T09:00:00Z
2025-04-15,editorial_partner,98,4,421.66,50.60,2026-08-20T09:00:00Z
2025-04-16,creator_collective,154,8,757.79,106.09,2026-08-20T09:00:00Z
2025-04-16,cashback_network,122,5,432.11,43.21,2026-08-20T09:00:00Z
2025-04-16,editorial_partner,98,4,447.80,53.74,2026-08-20T09:00:00Z
2025-04-17,creator_collective,135,7,645.62,90.39,2026-08-20T09:00:00Z
2025-04-17,cashback_network,122,5,442.99,44.30,2026-08-20T09:00:00Z
2025-04-17,editorial_partner,73,3,312.28,37.47,2026-08-20T09:00:00Z
2025-04-18,creator_collective,135,7,666.08,93.25,2026-08-20T09:00:00Z
2025-04-18,cashback_network,122,5,430.76,43.08,2026-08-20T09:00:00Z
2025-04-18,editorial_partner,73,3,331.71,39.80,2026-08-20T09:00:00Z
2025-04-19,creator_collective,115,6,553.27,77.46,2026-08-20T09:00:00Z
2025-04-19,cashback_network,122,5,430.28,43.03,2026-08-20T09:00:00Z
2025-04-19,editorial_partner,98,4,430.80,51.70,2026-08-20T09:00:00Z
2025-04-20,creator_collective,135,7,675.14,94.52,2026-08-20T09:00:00Z
2025-04-20,cashback_network,98,4,349.33,34.93,2026-08-20T09:00:00Z
2025-04-20,editorial_partner,73,3,319.55,38.35,2026-08-20T09:00:00Z
2025-04-21,creator_collective,115,6,574.88,80.48,2026-08-20T09:00:00Z
2025-04-21,cashback_network,122,5,436.16,43.62,2026-08-20T09:00:00Z
2025-04-21,editorial_partner,73,3,335.95,40.31,2026-08-20T09:00:00Z
2025-04-22,creator_collective,135,7,674.61,94.45,2026-08-20T09:00:00Z
2025-04-22,cashback_network,98,4,358.45,35.85,2026-08-20T09:00:00Z
2025-04-22,editorial_partner,73,3,329.22,39.51,2026-08-20T09:00:00Z
2025-04-23,creator_collective,115,6,586.15,82.06,2026-08-20T09:00:00Z
2025-04-23,cashback_network,98,4,349.63,34.96,2026-08-20T09:00:00Z
2025-04-23,editorial_partner,73,3,330.07,39.61,2026-08-20T09:00:00Z
2025-04-24,creator_collective,135,7,698.67,97.81,2026-08-20T09:00:00Z
2025-04-24,cashback_network,98,4,346.55,34.65,2026-08-20T09:00:00Z
2025-04-24,editorial_partner,98,4,427.71,51.33,2026-08-20T09:00:00Z
2025-04-25,creator_collective,135,7,676.88,94.76,2026-08-20T09:00:00Z
2025-04-25,cashback_network,98,4,352.97,35.30,2026-08-20T09:00:00Z
2025-04-25,editorial_partner,73,3,318.93,38.27,2026-08-20T09:00:00Z
2025-04-26,creator_collective,115,6,597.79,83.69,2026-08-20T09:00:00Z
2025-04-26,cashback_network,98,4,340.55,34.06,2026-08-20T09:00:00Z
2025-04-26,editorial_partner,73,3,321.19,38.54,2026-08-20T09:00:00Z
2025-04-27,creator_collective,135,7,683.83,95.74,2026-08-20T09:00:00Z
2025-04-27,cashback_network,122,5,453.24,45.32,2026-08-20T09:00:00Z
2025-04-27,editorial_partner,73,3,324.40,38.93,2026-08-20T09:00:00Z
2025-04-28,creator_collective,115,6,577.43,80.84,2026-08-20T09:00:00Z
2025-04-28,cashback_network,122,5,442.46,44.25,2026-08-20T09:00:00Z
2025-04-28,editorial_partner,73,3,326.82,39.22,2026-08-20T09:00:00Z
2025-04-29,creator_collective,135,7,675.56,94.58,2026-08-20T09:00:00Z
2025-04-29,cashback_network,98,4,349.43,34.94,2026-08-20T09:00:00Z
2025-04-29,editorial_partner,98,4,445.36,53.44,2026-08-20T09:00:00Z
2025-04-30,creator_collective,135,7,646.87,90.56,2026-08-20T09:00:00Z
2025-04-30,cashback_network,98,4,362.79,36.28,2026-08-20T09:00:00Z
2025-04-30,editorial_partner,73,3,334.34,40.12,2026-08-20T09:00:00Z
2025-05-01,creator_collective,115,6,582.09,81.49,2026-08-20T09:00:00Z
2025-05-01,cashback_network,98,4,364.29,36.43,2026-08-20T09:00:00Z
2025-05-01,editorial_partner,73,3,323.56,38.83,2026-08-20T09:00:00Z
2025-05-02,creator_collective,135,7,688.07,96.33,2026-08-20T09:00:00Z
2025-05-02,cashback_network,122,5,433.99,43.40,2026-08-20T09:00:00Z
2025-05-02,editorial_partner,73,3,320.89,38.51,2026-08-20T09:00:00Z
2025-05-03,creator_collective,135,7,660.56,92.48,2026-08-20T09:00:00Z
2025-05-03,cashback_network,122,5,451.20,45.12,2026-08-20T09:00:00Z
2025-05-03,editorial_partner,73,3,324.77,38.97,2026-08-20T09:00:00Z
2025-05-04,creator_collective,135,7,682.23,95.51,2026-08-20T09:00:00Z
2025-05-04,cashback_network,98,4,343.83,34.38,2026-08-20T09:00:00Z
2025-05-04,editorial_partner,73,3,321.52,38.58,2026-08-20T09:00:00Z
2025-05-05,creator_collective,115,6,587.48,82.25,2026-08-20T09:00:00Z
2025-05-05,cashback_network,98,4,358.23,35.82,2026-08-20T09:00:00Z
2025-05-05,editorial_partner,73,3,324.70,38.96,2026-08-20T09:00:00Z
2025-05-06,creator_collective,115,6,577.82,80.89,2026-08-20T09:00:00Z
2025-05-06,cashback_network,122,5,445.54,44.55,2026-08-20T09:00:00Z
2025-05-06,editorial_partner,73,3,311.46,37.37,2026-08-20T09:00:00Z
2025-05-07,creator_collective,135,7,674.18,94.39,2026-08-20T09:00:00Z
2025-05-07,cashback_network,98,4,350.89,35.09,2026-08-20T09:00:00Z
2025-05-07,editorial_partner,73,3,324.39,38.93,2026-08-20T09:00:00Z
2025-05-08,creator_collective,135,7,686.03,96.04,2026-08-20T09:00:00Z
2025-05-08,cashback_network,98,4,361.75,36.17,2026-08-20T09:00:00Z
2025-05-08,editorial_partner,73,3,316.53,37.98,2026-08-20T09:00:00Z
2025-05-09,creator_collective,115,6,553.38,77.47,2026-08-20T09:00:00Z
2025-05-09,cashback_network,98,4,345.61,34.56,2026-08-20T09:00:00Z
2025-05-09,editorial_partner,98,4,442.62,53.11,2026-08-20T09:00:00Z
2025-05-10,creator_collective,115,6,557.99,78.12,2026-08-20T09:00:00Z
2025-05-10,cashback_network,98,4,362.48,36.25,2026-08-20T09:00:00Z
2025-05-10,editorial_partner,73,3,331.11,39.73,2026-08-20T09:00:00Z
2025-05-11,creator_collective,115,6,595.40,83.36,2026-08-20T09:00:00Z
2025-05-11,cashback_network,98,4,339.82,33.98,2026-08-20T09:00:00Z
2025-05-11,editorial_partner,73,3,311.57,37.39,2026-08-20T09:00:00Z
2025-05-12,creator_collective,115,6,563.57,78.90,2026-08-20T09:00:00Z
2025-05-12,cashback_network,98,4,343.95,34.39,2026-08-20T09:00:00Z
2025-05-12,editorial_partner,73,3,312.75,37.53,2026-08-20T09:00:00Z
2025-05-13,creator_collective,135,7,696.95,97.57,2026-08-20T09:00:00Z
2025-05-13,cashback_network,98,4,361.98,36.20,2026-08-20T09:00:00Z
2025-05-13,editorial_partner,73,3,323.32,38.80,2026-08-20T09:00:00Z
2025-05-14,creator_collective,115,6,594.76,83.27,2026-08-20T09:00:00Z
2025-05-14,cashback_network,122,5,443.12,44.31,2026-08-20T09:00:00Z
2025-05-14,editorial_partner,73,3,328.07,39.37,2026-08-20T09:00:00Z
2025-05-15,creator_collective,135,7,664.22,92.99,2026-08-20T09:00:00Z
2025-05-15,cashback_network,122,5,431.01,43.10,2026-08-20T09:00:00Z
2025-05-15,editorial_partner,98,4,434.39,52.13,2026-08-20T09:00:00Z
2025-05-16,creator_collective,135,7,652.00,91.28,2026-08-20T09:00:00Z
2025-05-16,cashback_network,98,4,339.42,33.94,2026-08-20T09:00:00Z
2025-05-16,editorial_partner,73,3,320.33,38.44,2026-08-20T09:00:00Z
2025-05-17,creator_collective,115,6,579.10,81.07,2026-08-20T09:00:00Z
2025-05-17,cashback_network,98,4,348.87,34.89,2026-08-20T09:00:00Z
2025-05-17,editorial_partner,73,3,316.12,37.93,2026-08-20T09:00:00Z
2025-05-18,creator_collective,115,6,563.64,78.91,2026-08-20T09:00:00Z
2025-05-18,cashback_network,98,4,364.16,36.42,2026-08-20T09:00:00Z
2025-05-18,editorial_partner,73,3,326.47,39.18,2026-08-20T09:00:00Z
2025-05-19,creator_collective,135,7,671.43,94.00,2026-08-20T09:00:00Z
2025-05-19,cashback_network,122,5,444.89,44.49,2026-08-20T09:00:00Z
2025-05-19,editorial_partner,73,3,334.60,40.15,2026-08-20T09:00:00Z
2025-05-20,creator_collective,115,6,560.14,78.42,2026-08-20T09:00:00Z
2025-05-20,cashback_network,98,4,365.89,36.59,2026-08-20T09:00:00Z
2025-05-20,editorial_partner,73,3,318.99,38.28,2026-08-20T09:00:00Z
2025-05-21,creator_collective,115,6,568.64,79.61,2026-08-20T09:00:00Z
2025-05-21,cashback_network,98,4,343.47,34.35,2026-08-20T09:00:00Z
2025-05-21,editorial_partner,73,3,327.79,39.34,2026-08-20T09:00:00Z
2025-05-22,creator_collective,115,6,577.85,80.90,2026-08-20T09:00:00Z
2025-05-22,cashback_network,122,5,431.15,43.11,2026-08-20T09:00:00Z
2025-05-22,editorial_partner,73,3,312.23,37.47,2026-08-20T09:00:00Z
2025-05-23,creator_collective,135,7,648.84,90.84,2026-08-20T09:00:00Z
2025-05-23,cashback_network,122,5,429.79,42.98,2026-08-20T09:00:00Z
2025-05-23,editorial_partner,73,3,319.76,38.37,2026-08-20T09:00:00Z
2025-05-24,creator_collective,135,7,680.23,95.23,2026-08-20T09:00:00Z
2025-05-24,cashback_network,98,4,343.38,34.34,2026-08-20T09:00:00Z
2025-05-24,editorial_partner,73,3,330.53,39.66,2026-08-20T09:00:00Z
2025-05-25,creator_collective,115,6,556.31,77.88,2026-08-20T09:00:00Z
2025-05-25,cashback_network,98,4,358.27,35.83,2026-08-20T09:00:00Z
2025-05-25,editorial_partner,73,3,314.67,37.76,2026-08-20T09:00:00Z
2025-05-26,creator_collective,115,6,581.72,81.44,2026-08-20T09:00:00Z
2025-05-26,cashback_network,122,5,443.78,44.38,2026-08-20T09:00:00Z
2025-05-26,editorial_partner,73,3,329.60,39.55,2026-08-20T09:00:00Z
2025-05-27,creator_collective,115,6,568.03,79.52,2026-08-20T09:00:00Z
2025-05-27,cashback_network,98,4,346.90,34.69,2026-08-20T09:00:00Z
2025-05-27,editorial_partner,73,3,336.51,40.38,2026-08-20T09:00:00Z
2025-05-28,creator_collective,135,7,662.92,92.81,2026-08-20T09:00:00Z
2025-05-28,cashback_network,98,4,341.56,34.16,2026-08-20T09:00:00Z
2025-05-28,editorial_partner,73,3,314.59,37.75,2026-08-20T09:00:00Z
2025-05-29,creator_collective,115,6,591.76,82.85,2026-08-20T09:00:00Z
2025-05-29,cashback_network,98,4,351.25,35.12,2026-08-20T09:00:00Z
2025-05-29,editorial_partner,73,3,336.33,40.36,2026-08-20T09:00:00Z
2025-05-30,creator_collective,135,7,659.20,92.29,2026-08-20T09:00:00Z
2025-05-30,cashback_network,122,5,443.33,44.33,2026-08-20T09:00:00Z
2025-05-30,editorial_partner,73,3,311.14,37.34,2026-08-20T09:00:00Z
2025-05-31,creator_collective,135,7,651.82,91.25,2026-08-20T09:00:00Z
2025-05-31,cashback_network,122,5,454.36,45.44,2026-08-20T09:00:00Z
2025-05-31,editorial_partner,73,3,318.46,38.22,2026-08-20T09:00:00Z
2025-06-01,creator_collective,135,7,689.49,96.53,2026-08-20T09:00:00Z
