activity_date,channel,spend_usd,impressions,clicks,attributed_orders,updated_at
2025-02-12,paid_social,384.98,13528,356,10,2026-08-20T09:00:00Z
2025-02-12,retargeting,193.63,8968,236,14,2026-08-20T09:00:00Z
2025-02-12,email,55.23,11666,307,22,2026-08-20T09:00:00Z
2025-02-13,paid_search,557.85,7128,324,14,2026-08-20T09:00:00Z
2025-02-13,paid_social,419.60,14782,389,10,2026-08-20T09:00:00Z
2025-02-13,retargeting,181.52,8398,221,14,2026-08-20T09:00:00Z
2025-02-13,email,51.71,10906,287,21,2026-08-20T09:00:00Z
2025-02-14,paid_search,588.61,7524,342,16,2026-08-20T09:00:00Z
2025-02-14,paid_social,470.12,16530,435,12,2026-08-20T09:00:00Z
2025-02-14,retargeting,218.36,10108,266,18,2026-08-20T09:00:00Z
2025-02-14,email,56.32,11894,313,26,2026-08-20T09:00:00Z
2025-02-15,paid_search,554.61,7084,322,15,2026-08-20T09:00:00Z
2025-02-15,paid_social,470.09,16530,435,12,2026-08-20T09:00:00Z
2025-02-15,retargeting,222.97,10336,272,19,2026-08-20T09:00:00Z
2025-02-15,email,53.07,11210,295,23,2026-08-20T09:00:00Z
2025-02-16,paid_search,560.76,7172,326,16,2026-08-20T09:00:00Z
2025-02-16,paid_social,477.76,16796,442,13,2026-08-20T09:00:00Z
2025-02-16,retargeting,218.69,10146,267,18,2026-08-20T09:00:00Z
2025-02-16,email,52.02,10982,289,24,2026-08-20T09:00:00Z
2025-02-17,paid_search,549.53,7018,319,14,2026-08-20T09:00:00Z
2025-02-17,paid_social,388.13,13642,359,10,2026-08-20T09:00:00Z
2025-02-17,retargeting,188.58,8740,230,13,2026-08-20T09:00:00Z
2025-02-17,email,51.70,10906,287,22,2026-08-20T09:00:00Z
2025-02-18,paid_search,490.80,6270,285,12,2026-08-20T09:00:00Z
2025-02-18,paid_social,420.62,14782,389,10,2026-08-20T09:00:00Z
2025-02-18,retargeting,195.90,9082,239,15,2026-08-20T09:00:00Z
2025-02-18,email,50.18,10602,279,22,2026-08-20T09:00:00Z
2025-02-19,paid_search,497.28,6358,289,12,2026-08-20T09:00:00Z
2025-02-19,paid_social,408.41,14364,378,9,2026-08-20T09:00:00Z
2025-02-19,retargeting,181.64,8436,222,14,2026-08-20T09:00:00Z
2025-02-19,email,52.84,11172,294,22,2026-08-20T09:00:00Z
2025-02-20,paid_search,527.66,6754,307,13,2026-08-20T09:00:00Z
2025-02-20,paid_social,376.33,13224,348,9,2026-08-20T09:00:00Z
2025-02-20,retargeting,183.60,8512,224,14,2026-08-20T09:00:00Z
2025-02-20,email,50.81,10716,282,22,2026-08-20T09:00:00Z
2025-02-21,paid_search,521.33,6666,303,13,2026-08-20T09:00:00Z
2025-02-21,paid_social,404.82,14250,375,9,2026-08-20T09:00:00Z
2025-02-21,retargeting,192.70,8930,235,15,2026-08-20T09:00:00Z
2025-02-21,email,46.48,9804,258,18,2026-08-20T09:00:00Z
2025-02-22,paid_search,522.42,6688,304,12,2026-08-20T09:00:00Z
2025-02-22,paid_social,411.62,14478,381,10,2026-08-20T09:00:00Z
2025-02-22,retargeting,187.35,8664,228,14,2026-08-20T09:00:00Z
2025-02-22,email,49.74,10488,276,20,2026-08-20T09:00:00Z
2025-02-23,paid_search,474.99,6072,276,12,2026-08-20T09:00:00Z
2025-02-23,paid_social,361.81,12730,335,9,2026-08-20T09:00:00Z
2025-02-23,retargeting,179.60,8322,219,14,2026-08-20T09:00:00Z
2025-02-23,email,50.38,10640,280,22,2026-08-20T09:00:00Z
2025-02-24,paid_search,545.68,6974,317,14,2026-08-20T09:00:00Z
2025-02-24,paid_social,379.72,13376,352,9,2026-08-20T09:00:00Z
2025-02-24,retargeting,170.59,7904,208,13,2026-08-20T09:00:00Z
2025-02-24,email,47.37,9994,263,20,2026-08-20T09:00:00Z
2025-02-25,paid_search,528.20,6754,307,14,2026-08-20T09:00:00Z
2025-02-25,paid_social,356.29,12540,330,9,2026-08-20T09:00:00Z
2025-02-25,retargeting,193.56,8968,236,15,2026-08-20T09:00:00Z
2025-02-25,email,47.26,9994,263,19,2026-08-20T09:00:00Z
2025-02-26,paid_search,499.89,6402,291,13,2026-08-20T09:00:00Z
2025-02-26,paid_social,411.97,14478,381,10,2026-08-20T09:00:00Z
2025-02-26,retargeting,181.59,8398,221,13,2026-08-20T09:00:00Z
2025-02-26,email,51.23,10830,285,22,2026-08-20T09:00:00Z
2025-02-27,paid_search,503.08,6424,292,12,2026-08-20T09:00:00Z
2025-02-27,paid_social,397.09,13984,368,10,2026-08-20T09:00:00Z
2025-02-27,retargeting,183.12,8474,223,14,2026-08-20T09:00:00Z
2025-02-27,email,46.39,9804,258,19,2026-08-20T09:00:00Z
2025-02-28,paid_search,482.64,6182,281,12,2026-08-20T09:00:00Z
2025-02-28,paid_social,352.44,12388,326,9,2026-08-20T09:00:00Z
2025-02-28,retargeting,182.78,8474,223,13,2026-08-20T09:00:00Z
2025-02-28,email,49.97,10564,278,20,2026-08-20T09:00:00Z
2025-03-01,paid_search,513.55,6578,299,13,2026-08-20T09:00:00Z
2025-03-01,paid_social,406.94,14326,377,10,2026-08-20T09:00:00Z
2025-03-01,retargeting,182.39,8436,222,14,2026-08-20T09:00:00Z
2025-03-01,email,49.37,10412,274,20,2026-08-20T09:00:00Z
2025-03-02,paid_search,491.36,6292,286,12,2026-08-20T09:00:00Z
2025-03-02,paid_social,365.24,12844,338,9,2026-08-20T09:00:00Z
2025-03-02,retargeting,182.98,8474,223,13,2026-08-20T09:00:00Z
2025-03-02,email,52.33,11058,291,21,2026-08-20T09:00:00Z
2025-03-03,paid_search,505.61,6468,294,12,2026-08-20T09:00:00Z
2025-03-03,paid_social,389.88,13718,361,9,2026-08-20T09:00:00Z
2025-03-03,retargeting,174.79,8094,213,13,2026-08-20T09:00:00Z
2025-03-03,email,51.82,10944,288,21,2026-08-20T09:00:00Z
2025-03-04,paid_search,493.50,6314,287,12,2026-08-20T09:00:00Z
2025-03-04,paid_social,388.72,13680,360,9,2026-08-20T09:00:00Z
2025-03-04,retargeting,188.53,8740,230,14,2026-08-20T09:00:00Z
2025-03-04,email,45.28,9576,252,19,2026-08-20T09:00:00Z
2025-03-05,paid_search,469.44,6006,273,12,2026-08-20T09:00:00Z
2025-03-05,paid_social,374.80,13186,347,9,2026-08-20T09:00:00Z
2025-03-05,retargeting,181.30,8398,221,13,2026-08-20T09:00:00Z
2025-03-05,email,49.20,10374,273,20,2026-08-20T09:00:00Z
2025-03-06,paid_search,462.06,5918,269,11,2026-08-20T09:00:00Z
2025-03-06,paid_social,376.20,13224,348,9,2026-08-20T09:00:00Z
2025-03-06,retargeting,176.36,8170,215,13,2026-08-20T09:00:00Z
2025-03-06,email,45.55,9614,253,18,2026-08-20T09:00:00Z
2025-03-07,paid_search,487.70,6248,284,12,2026-08-20T09:00:00Z
2025-03-07,paid_social,346.29,12198,321,8,2026-08-20T09:00:00Z
2025-03-07,retargeting,163.72,7600,200,12,2026-08-20T09:00:00Z
2025-03-07,email,46.78,9880,260,19,2026-08-20T09:00:00Z
2025-03-08,paid_search,528.14,6754,307,14,2026-08-20T09:00:00Z
2025-03-08,paid_social,384.73,13528,356,9,2026-08-20T09:00:00Z
2025-03-08,retargeting,169.36,7866,207,13,2026-08-20T09:00:00Z
2025-03-08,email,49.69,10488,276,20,2026-08-20T09:00:00Z
2025-03-09,paid_search,481.09,6160,280,12,2026-08-20T09:00:00Z
2025-03-09,paid_social,373.38,13148,346,9,2026-08-20T09:00:00Z
2025-03-09,retargeting,189.85,8816,232,14,2026-08-20T09:00:00Z
2025-03-09,email,49.77,10488,276,21,2026-08-20T09:00:00Z
2025-03-10,paid_search,454.32,5808,264,11,2026-08-20T09:00:00Z
2025-03-10,paid_social,359.74,12654,333,9,2026-08-20T09:00:00Z
2025-03-10,retargeting,168.66,7828,206,13,2026-08-20T09:00:00Z
2025-03-10,email,44.56,9424,248,18,2026-08-20T09:00:00Z
2025-03-11,paid_search,465.90,5962,271,12,2026-08-20T09:00:00Z
2025-03-11,paid_social,348.04,12236,322,8,2026-08-20T09:00:00Z
2025-03-11,retargeting,178.78,8284,218,14,2026-08-20T09:00:00Z
2025-03-11,email,49.08,10374,273,21,2026-08-20T09:00:00Z
2025-03-12,paid_search,471.57,6028,274,12,2026-08-20T09:00:00Z
2025-03-12,paid_social,345.50,12160,320,8,2026-08-20T09:00:00Z
2025-03-12,retargeting,166.85,7714,203,13,2026-08-20T09:00:00Z
2025-03-12,email,50.64,10678,281,20,2026-08-20T09:00:00Z
2025-03-13,paid_search,468.83,6006,273,12,2026-08-20T09:00:00Z
2025-03-13,paid_social,373.44,13148,346,9,2026-08-20T09:00:00Z
2025-03-13,retargeting,162.02,7524,198,12,2026-08-20T09:00:00Z
2025-03-13,email,45.52,9614,253,18,2026-08-20T09:00:00Z
2025-03-14,paid_search,546.53,6996,318,16,2026-08-20T09:00:00Z
2025-03-14,paid_social,407.71,14364,378,11,2026-08-20T09:00:00Z
2025-03-14,retargeting,190.16,8816,232,16,2026-08-20T09:00:00Z
2025-03-14,email,49.80,10526,277,24,2026-08-20T09:00:00Z
2025-03-15,paid_search,563.77,7216,328,16,2026-08-20T09:00:00Z
2025-03-15,paid_social,395.30,13908,366,10,2026-08-20T09:00:00Z
2025-03-15,retargeting,189.98,8816,232,16,2026-08-20T09:00:00Z
2025-03-15,email,54.12,11438,301,24,2026-08-20T09:00:00Z
2025-03-16,paid_search,519.93,6644,302,15,2026-08-20T09:00:00Z
2025-03-16,paid_social,441.03,15504,408,12,2026-08-20T09:00:00Z
2025-03-16,retargeting,203.59,9424,248,16,2026-08-20T09:00:00Z
2025-03-16,email,53.17,11210,295,24,2026-08-20T09:00:00Z
2025-03-17,paid_search,460.63,5896,268,12,2026-08-20T09:00:00Z
2025-03-17,paid_social,361.60,12730,335,9,2026-08-20T09:00:00Z
2025-03-17,retargeting,176.11,8170,215,13,2026-08-20T09:00:00Z
2025-03-17,email,45.95,9690,255,19,2026-08-20T09:00:00Z
2025-03-18,paid_search,509.32,6512,296,13,2026-08-20T09:00:00Z
2025-03-18,paid_social,371.41,13072,344,9,2026-08-20T09:00:00Z
2025-03-18,retargeting,176.64,8170,215,13,2026-08-20T09:00:00Z
2025-03-18,email,46.36,9804,258,19,2026-08-20T09:00:00Z
2025-03-19,paid_search,446.44,5720,260,11,2026-08-20T09:00:00Z
2025-03-19,paid_social,378.65,13338,351,10,2026-08-20T09:00:00Z
2025-03-19,retargeting,174.43,8094,213,13,2026-08-20T09:00:00Z
2025-03-19,email,49.82,10526,277,20,2026-08-20T09:00:00Z
2025-03-20,paid_search,443.08,5676,258,11,2026-08-20T09:00:00Z
2025-03-20,paid_social,385.73,13566,357,9,2026-08-20T09:00:00Z
2025-03-20,retargeting,164.53,7638,201,12,2026-08-20T09:00:00Z
2025-03-20,email,44.34,9348,246,19,2026-08-20T09:00:00Z
2025-03-21,paid_search,454.33,5808,264,11,2026-08-20T09:00:00Z
2025-03-21,paid_social,374.19,13148,346,9,2026-08-20T09:00:00Z
2025-03-21,retargeting,182.58,8474,223,14,2026-08-20T09:00:00Z
2025-03-21,email,48.39,10222,269,21,2026-08-20T09:00:00Z
2025-03-22,paid_search,487.98,6248,284,12,2026-08-20T09:00:00Z
2025-03-22,paid_social,382.46,13452,354,10,2026-08-20T09:00:00Z
2025-03-22,retargeting,157.57,7296,192,12,2026-08-20T09:00:00Z
2025-03-22,email,43.58,9196,242,18,2026-08-20T09:00:00Z
2025-03-23,paid_search,478.08,6116,278,12,2026-08-20T09:00:00Z
2025-03-23,paid_social,367.75,12958,341,9,2026-08-20T09:00:00Z
2025-03-23,retargeting,164.54,7638,201,12,2026-08-20T09:00:00Z
2025-03-23,email,46.12,9728,256,20,2026-08-20T09:00:00Z
2025-03-24,paid_search,480.48,6138,279,13,2026-08-20T09:00:00Z
2025-03-24,paid_social,350.73,12350,325,9,2026-08-20T09:00:00Z
2025-03-24,retargeting,180.28,8360,220,14,2026-08-20T09:00:00Z
2025-03-24,email,43.34,9158,241,18,2026-08-20T09:00:00Z
2025-03-25,paid_search,463.84,5940,270,11,2026-08-20T09:00:00Z
2025-03-25,paid_social,343.79,12084,318,8,2026-08-20T09:00:00Z
2025-03-25,retargeting,174.94,8094,213,13,2026-08-20T09:00:00Z
2025-03-25,email,47.68,10070,265,19,2026-08-20T09:00:00Z
2025-03-26,paid_search,443.32,5676,258,11,2026-08-20T09:00:00Z
2025-03-26,paid_social,360.63,12692,334,9,2026-08-20T09:00:00Z
2025-03-26,retargeting,159.53,7410,195,11,2026-08-20T09:00:00Z
2025-03-26,email,47.08,9956,262,19,2026-08-20T09:00:00Z
2025-03-27,paid_search,431.92,5522,251,10,2026-08-20T09:00:00Z
2025-03-27,paid_social,344.35,12122,319,8,2026-08-20T09:00:00Z
2025-03-27,retargeting,172.16,7980,210,13,2026-08-20T09:00:00Z
2025-03-27,email,46.26,9766,257,20,2026-08-20T09:00:00Z
2025-03-28,paid_search,462.74,5918,269,11,2026-08-20T09:00:00Z
2025-03-28,paid_social,351.12,12350,325,9,2026-08-20T09:00:00Z
2025-03-28,retargeting,176.88,8208,216,13,2026-08-20T09:00:00Z
2025-03-28,email,46.84,9880,260,20,2026-08-20T09:00:00Z
2025-03-29,paid_search,470.15,6006,273,12,2026-08-20T09:00:00Z
2025-03-29,paid_social,354.34,12464,328,9,2026-08-20T09:00:00Z
2025-03-29,retargeting,163.63,7600,200,13,2026-08-20T09:00:00Z
2025-03-29,email,47.22,9956,262,19,2026-08-20T09:00:00Z
2025-03-30,paid_search,449.36,5742,261,11,2026-08-20T09:00:00Z
2025-03-30,paid_social,322.15,11324,298,8,2026-08-20T09:00:00Z
2025-03-30,retargeting,155.56,7220,190,12,2026-08-20T09:00:00Z
2025-03-30,email,45.05,9500,250,19,2026-08-20T09:00:00Z
2025-03-31,paid_search,461.15,5896,268,12,2026-08-20T09:00:00Z
2025-03-31,paid_social,372.55,13110,345,9,2026-08-20T09:00:00Z
2025-03-31,retargeting,159.36,7372,194,12,2026-08-20T09:00:00Z
2025-03-31,email,47.36,9994,263,19,2026-08-20T09:00:00Z
2025-04-01,paid_search,458.54,5874,267,12,2026-08-20T09:00:00Z
2025-04-01,paid_social,334.77,11780,310,8,2026-08-20T09:00:00Z
2025-04-01,retargeting,163.68,7600,200,12,2026-08-20T09:00:00Z
2025-04-01,email,44.14,9310,245,19,2026-08-20T09:00:00Z
2025-04-02,paid_search,455.10,5830,265,11,2026-08-20T09:00:00Z
2025-04-02,paid_social,359.35,12654,333,9,2026-08-20T09:00:00Z
2025-04-02,retargeting,175.01,8094,213,13,2026-08-20T09:00:00Z
2025-04-02,email,43.02,9082,239,17,2026-08-20T09:00:00Z
2025-04-03,paid_search,443.66,5676,258,11,2026-08-20T09:00:00Z
2025-04-03,paid_social,345.15,12160,320,8,2026-08-20T09:00:00Z
2025-04-03,retargeting,169.31,7828,206,12,2026-08-20T09:00:00Z
2025-04-03,email,46.92,9918,261,19,2026-08-20T09:00:00Z
2025-04-04,paid_search,458.24,5852,266,12,2026-08-20T09:00:00Z
2025-04-04,paid_social,332.65,11704,308,8,2026-08-20T09:00:00Z
2025-04-04,retargeting,164.87,7638,201,12,2026-08-20T09:00:00Z
2025-04-04,email,42.35,8930,235,17,2026-08-20T09:00:00Z
2025-04-05,paid_search,462.40,5918,269,12,2026-08-20T09:00:00Z
2025-04-05,paid_social,360.64,12692,334,9,2026-08-20T09:00:00Z
2025-04-05,retargeting,174.19,8056,212,13,2026-08-20T09:00:00Z
2025-04-05,email,44.61,9424,248,18,2026-08-20T09:00:00Z
2025-04-06,paid_search,483.87,6182,281,12,2026-08-20T09:00:00Z
2025-04-06,paid_social,316.67,11134,293,8,2026-08-20T09:00:00Z
2025-04-06,retargeting,157.30,7296,192,11,2026-08-20T09:00:00Z
2025-04-06,email,43.69,9234,243,18,2026-08-20T09:00:00Z
2025-04-07,paid_search,471.11,6028,274,12,2026-08-20T09:00:00Z
2025-04-07,paid_social,320.08,11248,296,7,2026-08-20T09:00:00Z
2025-04-07,retargeting,176.01,8170,215,13,2026-08-20T09:00:00Z
2025-04-07,email,42.68,9006,237,18,2026-08-20T09:00:00Z
2025-04-08,paid_search,449.97,5764,262,12,2026-08-20T09:00:00Z
2025-04-08,paid_social,364.03,12806,337,9,2026-08-20T09:00:00Z
2025-04-08,retargeting,154.47,7144,188,12,2026-08-20T09:00:00Z
2025-04-08,email,43.46,9158,241,18,2026-08-20T09:00:00Z
2025-04-09,paid_search,442.39,5654,257,12,2026-08-20T09:00:00Z
2025-04-09,paid_social,351.40,12350,325,9,2026-08-20T09:00:00Z
2025-04-09,retargeting,167.95,7790,205,12,2026-08-20T09:00:00Z
2025-04-09,email,42.65,9006,237,18,2026-08-20T09:00:00Z
2025-04-10,paid_search,454.68,5808,264,11,2026-08-20T09:00:00Z
2025-04-10,paid_social,329.80,11590,305,8,2026-08-20T09:00:00Z
2025-04-10,retargeting,170.70,7904,208,13,2026-08-20T09:00:00Z
2025-04-10,email,42.42,8968,236,18,2026-08-20T09:00:00Z
2025-04-11,paid_search,430.80,5500,250,11,2026-08-20T09:00:00Z
2025-04-11,paid_social,312.46,10982,289,7,2026-08-20T09:00:00Z
2025-04-11,retargeting,163.30,7562,199,12,2026-08-20T09:00:00Z
2025-04-11,email,47.17,9956,262,19,2026-08-20T09:00:00Z
2025-04-12,paid_search,422.18,5390,245,11,2026-08-20T09:00:00Z
2025-04-12,paid_social,318.03,11172,294,8,2026-08-20T09:00:00Z
2025-04-12,retargeting,163.54,7562,199,12,2026-08-20T09:00:00Z
2025-04-12,email,45.89,9690,255,19,2026-08-20T09:00:00Z
2025-04-13,paid_search,461.56,5896,268,11,2026-08-20T09:00:00Z
2025-04-13,paid_social,342.55,12046,317,8,2026-08-20T09:00:00Z
2025-04-13,retargeting,155.34,7182,189,11,2026-08-20T09:00:00Z
2025-04-13,email,43.54,9196,242,17,2026-08-20T09:00:00Z
2025-04-14,paid_search,481.75,6160,280,13,2026-08-20T09:00:00Z
2025-04-14,paid_social,367.92,12958,341,10,2026-08-20T09:00:00Z
2025-04-14,retargeting,182.69,8474,223,15,2026-08-20T09:00:00Z
2025-04-14,email,44.20,9348,246,19,2026-08-20T09:00:00Z
2025-04-15,paid_search,541.47,6930,315,15,2026-08-20T09:00:00Z
2025-04-15,paid_social,380.62,13376,352,10,2026-08-20T09:00:00Z
2025-04-15,retargeting,173.68,8056,212,14,2026-08-20T09:00:00Z
2025-04-15,email,48.46,10222,269,22,2026-08-20T09:00:00Z
2025-04-16,paid_search,476.54,6094,277,13,2026-08-20T09:00:00Z
2025-04-16,paid_social,402.74,14174,373,10,2026-08-20T09:00:00Z
2025-04-16,retargeting,193.91,8968,236,16,2026-08-20T09:00:00Z
2025-04-16,email,44.02,9310,245,19,2026-08-20T09:00:00Z
2025-04-17,paid_search,456.53,5830,265,11,2026-08-20T09:00:00Z
2025-04-17,paid_social,313.18,11020,290,7,2026-08-20T09:00:00Z
2025-04-17,retargeting,170.51,7904,208,13,2026-08-20T09:00:00Z
2025-04-17,email,39.86,8398,221,17,2026-08-20T09:00:00Z
2025-04-18,paid_search,442.87,5654,257,11,2026-08-20T09:00:00Z
2025-04-18,paid_social,333.59,11742,309,8,2026-08-20T09:00:00Z
2025-04-18,retargeting,150.99,6992,184,12,2026-08-20T09:00:00Z
2025-04-18,email,44.72,9424,248,18,2026-08-20T09:00:00Z
2025-04-19,paid_search,436.32,5588,254,11,2026-08-20T09:00:00Z
2025-04-19,paid_social,357.41,12578,331,9,2026-08-20T09:00:00Z
2025-04-19,retargeting,152.87,7068,186,12,2026-08-20T09:00:00Z
2025-04-19,email,42.54,8968,236,17,2026-08-20T09:00:00Z
2025-04-20,paid_search,406.43,5192,236,10,2026-08-20T09:00:00Z
2025-04-20,paid_social,331.06,11666,307,8,2026-08-20T09:00:00Z
2025-04-20,retargeting,154.84,7182,189,11,2026-08-20T09:00:00Z
2025-04-20,email,41.63,8778,231,18,2026-08-20T09:00:00Z
2025-04-21,paid_search,427.72,5478,249,11,2026-08-20T09:00:00Z
2025-04-21,paid_social,349.42,12312,324,8,2026-08-20T09:00:00Z
2025-04-21,retargeting,149.01,6916,182,11,2026-08-20T09:00:00Z
2025-04-21,email,45.96,9690,255,19,2026-08-20T09:00:00Z
2025-04-22,paid_search,451.91,5786,263,11,2026-08-20T09:00:00Z
2025-04-22,paid_social,322.41,11362,299,8,2026-08-20T09:00:00Z
2025-04-22,retargeting,168.31,7790,205,12,2026-08-20T09:00:00Z
2025-04-22,email,41.94,8854,233,18,2026-08-20T09:00:00Z
2025-04-23,paid_search,431.36,5522,251,11,2026-08-20T09:00:00Z
2025-04-23,paid_social,330.87,11628,306,8,2026-08-20T09:00:00Z
2025-04-23,retargeting,148.58,6878,181,11,2026-08-20T09:00:00Z
2025-04-23,email,39.64,8360,220,16,2026-08-20T09:00:00Z
2025-04-24,paid_search,405.28,5192,236,10,2026-08-20T09:00:00Z
2025-04-24,paid_social,341.00,12008,316,8,2026-08-20T09:00:00Z
2025-04-24,retargeting,161.58,7486,197,12,2026-08-20T09:00:00Z
2025-04-24,email,41.25,8702,229,17,2026-08-20T09:00:00Z
2025-04-25,paid_search,415.82,5324,242,10,2026-08-20T09:00:00Z
2025-04-25,paid_social,340.98,12008,316,8,2026-08-20T09:00:00Z
2025-04-25,retargeting,146.44,6802,179,10,2026-08-20T09:00:00Z
2025-04-25,email,39.57,8360,220,17,2026-08-20T09:00:00Z
2025-04-26,paid_search,438.17,5610,255,11,2026-08-20T09:00:00Z
2025-04-26,paid_social,330.66,11628,306,8,2026-08-20T09:00:00Z
2025-04-26,retargeting,146.40,6802,179,11,2026-08-20T09:00:00Z
2025-04-26,email,43.22,9120,240,18,2026-08-20T09:00:00Z
2025-04-27,paid_search,444.21,5676,258,11,2026-08-20T09:00:00Z
2025-04-27,paid_social,335.09,11780,310,8,2026-08-20T09:00:00Z
2025-04-27,retargeting,168.71,7828,206,13,2026-08-20T09:00:00Z
2025-04-27,email,40.00,8436,222,17,2026-08-20T09:00:00Z
2025-04-28,paid_search,420.34,5368,244,11,2026-08-20T09:00:00Z
2025-04-28,paid_social,312.35,10982,289,7,2026-08-20T09:00:00Z
2025-04-28,retargeting,149.56,6916,182,11,2026-08-20T09:00:00Z
2025-04-28,email,39.32,8284,218,17,2026-08-20T09:00:00Z
2025-04-29,paid_search,440.13,5632,256,11,2026-08-20T09:00:00Z
2025-04-29,paid_social,347.55,12236,322,8,2026-08-20T09:00:00Z
2025-04-29,retargeting,168.52,7828,206,12,2026-08-20T09:00:00Z
2025-04-29,email,39.32,8284,218,16,2026-08-20T09:00:00Z
2025-04-30,paid_search,421.14,5390,245,11,2026-08-20T09:00:00Z
2025-04-30,paid_social,342.31,12046,317,8,2026-08-20T09:00:00Z
2025-04-30,retargeting,162.77,7562,199,13,2026-08-20T09:00:00Z
2025-04-30,email,40.42,8550,225,16,2026-08-20T09:00:00Z
2025-05-01,paid_search,398.86,5104,232,10,2026-08-20T09:00:00Z
2025-05-01,paid_social,319.14,11248,296,8,2026-08-20T09:00:00Z
2025-05-01,retargeting,146.08,6764,178,11,2026-08-20T09:00:00Z
2025-05-01,email,40.86,8626,227,17,2026-08-20T09:00:00Z
2025-05-02,paid_search,411.54,5258,239,11,2026-08-20T09:00:00Z
2025-05-02,paid_social,350.20,12312,324,9,2026-08-20T09:00:00Z
2025-05-02,retargeting,165.02,7638,201,13,2026-08-20T09:00:00Z
2025-05-02,email,38.99,8246,217,16,2026-08-20T09:00:00Z
2025-05-03,paid_search,409.65,5236,238,10,2026-08-20T09:00:00Z
2025-05-03,paid_social,325.82,11476,302,7,2026-08-20T09:00:00Z
2025-05-03,retargeting,159.33,7372,194,12,2026-08-20T09:00:00Z
2025-05-03,email,40.97,8664,228,16,2026-08-20T09:00:00Z
2025-05-04,paid_search,434.19,5544,252,10,2026-08-20T09:00:00Z
2025-05-04,paid_social,322.54,11362,299,8,2026-08-20T09:00:00Z
2025-05-04,retargeting,154.17,7144,188,11,2026-08-20T09:00:00Z
2025-05-04,email,42.01,8854,233,17,2026-08-20T09:00:00Z
2025-05-05,paid_search,444.79,5698,259,11,2026-08-20T09:00:00Z
2025-05-05,paid_social,348.15,12236,322,9,2026-08-20T09:00:00Z
2025-05-05,retargeting,164.41,7600,200,13,2026-08-20T09:00:00Z
2025-05-05,email,38.75,8170,215,16,2026-08-20T09:00:00Z
2025-05-06,paid_search,436.03,5588,254,11,2026-08-20T09:00:00Z
2025-05-06,paid_social,316.09,11134,293,7,2026-08-20T09:00:00Z
2025-05-06,retargeting,165.66,7676,202,13,2026-08-20T09:00:00Z
2025-05-06,email,44.57,9424,248,19,2026-08-20T09:00:00Z
2025-05-07,paid_search,434.77,5566,253,11,2026-08-20T09:00:00Z
2025-05-07,paid_social,343.29,12084,318,8,2026-08-20T09:00:00Z
2025-05-07,retargeting,152.74,7068,186,12,2026-08-20T09:00:00Z
2025-05-07,email,43.06,9082,239,18,2026-08-20T09:00:00Z
2025-05-08,paid_search,417.51,5346,243,10,2026-08-20T09:00:00Z
2025-05-08,paid_social,323.60,11400,300,7,2026-08-20T09:00:00Z
2025-05-08,retargeting,156.05,7220,190,11,2026-08-20T09:00:00Z
2025-05-08,email,42.50,8968,236,17,2026-08-20T09:00:00Z
2025-05-09,paid_search,459.13,5874,267,11,2026-08-20T09:00:00Z
2025-05-09,paid_social,345.81,12160,320,8,2026-08-20T09:00:00Z
2025-05-09,retargeting,148.00,6840,180,11,2026-08-20T09:00:00Z
2025-05-09,email,43.57,9196,242,18,2026-08-20T09:00:00Z
2025-05-10,paid_search,411.56,5258,239,11,2026-08-20T09:00:00Z
2025-05-10,paid_social,313.65,11020,290,8,2026-08-20T09:00:00Z
2025-05-10,retargeting,146.70,6802,179,11,2026-08-20T09:00:00Z
2025-05-10,email,44.49,9386,247,18,2026-08-20T09:00:00Z
2025-05-11,paid_search,404.78,5170,235,10,2026-08-20T09:00:00Z
2025-05-11,paid_social,328.88,11590,305,8,2026-08-20T09:00:00Z
2025-05-11,retargeting,159.48,7372,194,12,2026-08-20T09:00:00Z
2025-05-11,email,39.79,8398,221,17,2026-08-20T09:00:00Z
2025-05-12,paid_search,412.26,5280,240,10,2026-08-20T09:00:00Z
2025-05-12,paid_social,298.08,10488,276,7,2026-08-20T09:00:00Z
2025-05-12,retargeting,148.34,6878,181,11,2026-08-20T09:00:00Z
2025-05-12,email,40.87,8626,227,16,2026-08-20T09:00:00Z
2025-05-13,paid_search,420.94,5390,245,11,2026-08-20T09:00:00Z
2025-05-13,paid_social,313.34,11020,290,7,2026-08-20T09:00:00Z
2025-05-13,retargeting,147.37,6840,180,11,2026-08-20T09:00:00Z
2025-05-13,email,40.57,8550,225,16,2026-08-20T09:00:00Z
2025-05-14,paid_search,495.79,6336,288,14,2026-08-20T09:00:00Z
2025-05-14,paid_social,382.87,13490,355,10,2026-08-20T09:00:00Z
2025-05-14,retargeting,185.53,8588,226,15,2026-08-20T09:00:00Z
2025-05-14,email,48.00,10146,267,23,2026-08-20T09:00:00Z
2025-05-15,paid_search,480.35,6138,279,14,2026-08-20T09:00:00Z
2025-05-15,paid_social,392.71,13832,364,10,2026-08-20T09:00:00Z
2025-05-15,retargeting,176.43,8170,215,14,2026-08-20T09:00:00Z
2025-05-15,email,46.85,9880,260,21,2026-08-20T09:00:00Z
2025-05-16,paid_search,499.86,6402,291,14,2026-08-20T09:00:00Z
2025-05-16,paid_social,355.24,12502,329,9,2026-08-20T09:00:00Z
2025-05-16,retargeting,173.24,8018,211,14,2026-08-20T09:00:00Z
