activity_date,gross_revenue_usd,refunds_usd,net_revenue_usd,orders,units_sold,shipped_revenue_usd,units_shipped,ending_backlog_revenue_usd,stockout_rate,event_name,updated_at
2024-11-28,12558.99,634.45,11924.55,137,179,9677.49,139,29217.46,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-29,12781.52,551.14,12230.37,138,179,9121.71,129,32326.11,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-30,13295.73,521.57,12774.16,147,193,5120.76,74,39979.52,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-01,11573.83,575.63,10998.20,126,163,3911.48,56,47066.24,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-02,10173.25,534.53,9638.72,111,144,10060.90,144,46644.06,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-03,11014.21,534.36,10479.86,120,158,10063.70,144,47060.21,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-04,11553.03,577.73,10975.31,131,168,9880.08,146,48155.44,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-05,11715.07,593.62,11121.45,125,165,9696.36,135,49580.53,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-06,12006.50,553.47,11453.03,130,166,9139.50,129,51894.06,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-07,12822.04,497.29,12324.75,141,184,5130.73,74,59088.08,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-08,11269.64,539.60,10730.04,123,162,3919.10,56,65899.01,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-09,10274.24,536.60,9737.64,114,150,10080.50,146,65556.15,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-10,10837.83,501.70,10336.13,121,161,10083.29,147,65808.99,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-11,11639.43,539.26,11100.17,131,170,9899.31,146,67009.84,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-12,11758.96,578.33,11180.63,133,175,9715.23,144,68475.24,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-13,12096.08,517.64,11578.43,133,175,9157.28,131,70896.40,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-14,12580.64,450.35,12130.29,142,188,5140.71,76,77885.97,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-15,11247.45,509.42,10738.02,126,165,3926.72,57,84697.27,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-16,10456.72,532.93,9923.79,116,150,10100.09,146,84520.97,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-17,10758.07,528.38,10229.69,116,151,10102.89,143,84647.76,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-18,11102.84,525.91,10576.93,120,159,9918.55,141,85306.15,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-12-19,9068.56,466.98,8601.58,101,134,10815.67,157,83092.07,0.0180,none,2026-08-20T09:00:00Z
2024-12-20,9308.03,411.74,8896.29,100,132,10194.51,144,81793.85,0.0180,none,2026-08-20T09:00:00Z
2024-12-21,10013.25,387.29,9625.96,112,145,5722.99,84,85696.82,0.0180,none,2026-08-20T09:00:00Z
2024-12-22,8653.10,407.42,8245.68,97,126,4371.49,64,89571.00,0.0180,none,2026-08-20T09:00:00Z
2024-12-23,7917.29,417.45,7499.84,88,117,11244.10,164,85826.75,0.0180,none,2026-08-20T09:00:00Z
2024-12-24,8425.31,362.64,8062.66,93,120,11247.21,163,82642.21,0.0180,none,2026-08-20T09:00:00Z
2024-12-25,8543.01,359.18,8183.83,93,124,11041.98,158,79784.06,0.0180,none,2026-08-20T09:00:00Z
2024-12-26,8947.09,394.83,8552.26,96,128,10836.63,152,77499.68,0.0180,none,2026-08-20T09:00:00Z
2024-12-27,9160.49,312.00,8848.50,103,138,10214.27,151,76133.92,0.0180,none,2026-08-20T09:00:00Z
2024-12-28,9925.76,324.46,9601.30,112,143,5734.08,85,80001.14,0.0180,none,2026-08-20T09:00:00Z
2024-12-29,8781.52,312.63,8468.89,100,132,4379.96,65,84090.07,0.0180,none,2026-08-20T09:00:00Z
2024-12-30,7863.93,311.55,7552.38,87,116,11265.87,163,80376.58,0.0180,none,2026-08-20T09:00:00Z
2024-12-31,8596.30,322.14,8274.16,92,122,11268.98,158,77381.77,0.0180,none,2026-08-20T09:00:00Z
2025-01-01,8513.62,374.85,8138.77,92,123,11063.35,156,74457.19,0.0180,none,2026-08-20T09:00:00Z
2025-01-02,8684.00,386.90,8297.10,93,122,10857.60,153,71896.69,0.0180,none,2026-08-20T09:00:00Z
2025-01-03,9362.06,337.47,9024.59,106,142,10234.02,151,70687.26,0.0180,none,2026-08-20T09:00:00Z
2025-01-04,9811.21,312.04,9499.17,111,148,5745.17,85,74441.26,0.0180,none,2026-08-20T09:00:00Z
2025-01-05,8316.56,348.22,7968.34,89,117,4388.43,62,78021.17,0.0180,none,2026-08-20T09:00:00Z
2025-01-06,7896.20,336.18,7560.02,85,111,11287.64,159,74293.54,0.0180,none,2026-08-20T09:00:00Z
2025-01-07,8312.15,307.19,8004.96,89,114,11290.75,159,71007.75,0.0180,none,2026-08-20T09:00:00Z
2025-01-08,8723.85,336.93,8386.92,96,128,11084.72,160,68309.96,0.0180,none,2026-08-20T09:00:00Z
2025-01-09,8861.88,388.78,8473.09,96,128,10878.57,155,65904.48,0.0180,none,2026-08-20T09:00:00Z
2025-01-10,9446.62,334.85,9111.77,101,131,10253.78,143,64762.47,0.0180,none,2026-08-20T09:00:00Z
2025-01-11,9308.60,288.09,9020.50,101,131,5756.26,82,68026.72,0.0180,none,2026-08-20T09:00:00Z
2025-01-12,8519.53,295.77,8223.76,91,117,4396.90,61,71853.59,0.0180,none,2026-08-20T09:00:00Z
2025-01-13,7887.65,347.55,7540.10,86,114,11309.41,162,68084.27,0.0180,none,2026-08-20T09:00:00Z
2025-01-14,8991.58,348.81,8642.77,99,131,11312.52,163,65414.51,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-01-15,9434.68,359.13,9075.55,105,141,11106.09,161,63383.97,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-01-16,9273.82,362.68,8911.15,99,128,10899.53,153,61395.59,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-01-17,9005.94,309.13,8696.82,102,131,10273.54,153,59818.87,0.0180,none,2026-08-20T09:00:00Z
2025-01-18,9792.34,286.04,9506.29,111,145,5767.34,85,63557.82,0.0180,none,2026-08-20T09:00:00Z
2025-01-19,8247.48,318.45,7929.03,92,121,4405.36,65,67081.49,0.0180,none,2026-08-20T09:00:00Z
2025-01-20,7661.75,361.42,7300.33,85,112,11331.19,165,63050.63,0.0180,none,2026-08-20T09:00:00Z
2025-01-21,8165.14,364.26,7800.89,91,121,11334.30,165,59517.22,0.0180,none,2026-08-20T09:00:00Z
2025-01-22,8406.91,345.46,8061.45,94,121,11127.46,163,56451.22,0.0180,none,2026-08-20T09:00:00Z
2025-01-23,8612.24,388.63,8223.61,97,126,10920.50,161,53754.33,0.0180,none,2026-08-20T09:00:00Z
2025-01-24,9070.58,326.77,8743.81,102,131,10293.29,152,52204.84,0.0180,none,2026-08-20T09:00:00Z
2025-01-25,9044.95,308.31,8736.63,103,135,5778.43,86,55163.05,0.0180,none,2026-08-20T09:00:00Z
2025-01-26,8052.27,295.38,7756.89,87,112,4413.83,62,58506.10,0.0180,none,2026-08-20T09:00:00Z
2025-01-27,7378.57,327.73,7050.83,81,108,11352.96,164,54203.98,0.0180,none,2026-08-20T09:00:00Z
2025-01-28,7984.19,345.03,7639.16,87,111,11356.07,163,50487.07,0.0180,none,2026-08-20T09:00:00Z
2025-01-29,8400.49,351.27,8049.22,90,117,11148.83,156,47387.47,0.0180,none,2026-08-20T09:00:00Z
2025-01-30,8180.83,355.98,7824.85,89,115,10941.47,156,44270.85,0.0180,none,2026-08-20T09:00:00Z
2025-01-31,8962.38,302.18,8660.20,98,128,10313.05,148,42618.00,0.0180,none,2026-08-20T09:00:00Z
2025-02-01,9185.49,293.31,8892.18,99,131,5789.52,82,45720.66,0.0180,none,2026-08-20T09:00:00Z
2025-02-02,7976.43,290.26,7686.17,90,119,4422.30,65,48984.54,0.0180,none,2026-08-20T09:00:00Z
2025-02-03,7451.13,310.48,7140.64,82,108,11374.73,165,44750.45,0.0180,none,2026-08-20T09:00:00Z
2025-02-04,7781.49,304.75,7476.74,84,112,11377.84,162,40849.34,0.0180,none,2026-08-20T09:00:00Z
2025-02-05,7929.62,314.34,7615.28,89,118,11170.20,164,37294.42,0.0180,none,2026-08-20T09:00:00Z
2025-02-06,8239.06,336.68,7902.37,89,114,10962.43,155,34234.37,0.0180,none,2026-08-20T09:00:00Z
2025-02-07,8616.05,285.99,8330.06,92,122,10332.81,145,32231.62,0.0180,none,2026-08-20T09:00:00Z
2025-02-08,8971.95,280.66,8691.28,100,134,5800.61,85,35122.29,0.0180,none,2026-08-20T09:00:00Z
2025-02-09,8044.74,285.56,7759.17,87,115,4430.76,63,38450.70,0.0180,none,2026-08-20T09:00:00Z
2025-02-10,7333.69,299.96,7033.74,82,107,11396.51,167,34087.93,0.0180,none,2026-08-20T09:00:00Z
2025-02-11,7677.68,319.62,7358.06,83,109,11399.62,162,30046.38,0.0180,none,2026-08-20T09:00:00Z
2025-02-12,7924.42,326.02,7598.40,89,116,11191.56,164,26453.21,0.0180,none,2026-08-20T09:00:00Z
2025-02-13,8324.81,340.67,7984.14,89,117,10983.40,154,23453.95,0.0180,none,2026-08-20T09:00:00Z
2025-02-14,9590.80,325.44,9265.36,103,138,10352.56,146,22366.75,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-02-15,9595.22,259.27,9335.95,104,136,5811.70,83,25891.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-02-16,8810.74,270.70,8540.04,95,126,4439.23,62,29991.81,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-02-17,7434.34,286.63,7147.71,81,104,11418.28,163,25721.24,0.0180,none,2026-08-20T09:00:00Z
2025-02-18,7398.64,295.55,7103.10,83,110,11421.39,169,21402.95,0.0180,none,2026-08-20T09:00:00Z
2025-02-19,7807.90,374.93,7432.97,87,113,11212.93,163,17622.99,0.0180,none,2026-08-20T09:00:00Z
2025-02-20,7886.18,364.97,7521.21,87,115,11004.36,159,14139.83,0.0180,none,2026-08-20T09:00:00Z
2025-02-21,8304.36,333.20,7971.16,91,121,10372.32,148,11738.67,0.0180,none,2026-08-20T09:00:00Z
2025-02-22,8712.57,285.27,8427.30,99,128,5822.78,87,14343.19,0.0180,none,2026-08-20T09:00:00Z
2025-02-23,7364.98,280.44,7084.54,82,109,4447.70,65,16980.03,0.0180,none,2026-08-20T09:00:00Z
2025-02-24,7093.58,302.21,6791.37,80,107,11440.05,169,12331.35,0.0180,none,2026-08-20T09:00:00Z
2025-02-25,7225.88,290.24,6935.64,77,99,11443.16,160,7823.83,0.0180,none,2026-08-20T09:00:00Z
2025-02-26,7695.37,292.20,7403.16,85,112,11234.30,163,3992.69,0.0180,none,2026-08-20T09:00:00Z
2025-02-27,7704.92,351.22,7353.70,86,112,11025.33,161,321.05,0.0180,none,2026-08-20T09:00:00Z
2025-02-28,8189.94,266.89,7923.06,90,119,8244.11,118,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-01,8356.08,265.09,8091.00,92,119,5833.87,84,2257.13,0.0180,none,2026-08-20T09:00:00Z
2025-03-02,7536.40,254.47,7281.93,85,110,4456.17,66,5082.89,0.0180,none,2026-08-20T09:00:00Z
2025-03-03,7075.40,310.59,6764.81,80,107,11461.82,170,385.88,0.0180,none,2026-08-20T09:00:00Z
2025-03-04,7136.77,275.76,6861.01,79,102,7246.88,105,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-05,7245.04,302.48,6942.55,80,106,6942.55,100,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-06,7720.02,327.30,7392.72,82,105,7392.72,103,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-07,7875.05,301.61,7573.45,84,110,7573.45,106,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-08,8298.75,279.12,8019.63,91,120,5844.96,84,2174.67,0.0180,none,2026-08-20T09:00:00Z
2025-03-09,7237.84,275.19,6962.65,79,103,4464.63,64,4672.69,0.0180,none,2026-08-20T09:00:00Z
2025-03-10,6693.95,293.16,6400.78,73,98,11073.47,158,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-11,7075.75,279.15,6796.60,78,102,6796.60,98,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-12,7304.73,300.84,7003.89,79,105,7003.89,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-13,7319.86,326.15,6993.71,79,101,6993.71,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-14,8897.57,279.09,8618.48,101,130,8618.48,128,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-03-15,9220.45,273.34,8947.10,100,132,5856.05,83,3091.06,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-03-16,8141.55,252.14,7889.41,90,119,4473.10,65,6507.37,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-03-17,6517.70,294.57,6223.13,69,92,11505.37,160,1225.13,0.0180,none,2026-08-20T09:00:00Z
2025-03-18,7070.97,295.68,6775.29,80,106,8000.42,118,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-19,7232.99,333.60,6899.39,79,105,6899.39,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-20,7327.08,367.27,6959.82,82,108,6959.82,102,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-21,7707.59,290.91,7416.68,86,114,7416.68,108,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-22,7708.94,247.33,7461.61,86,114,5867.14,86,1594.48,0.0180,none,2026-08-20T09:00:00Z
2025-03-23,6983.94,270.57,6713.37,75,99,4481.57,63,3826.28,0.0180,none,2026-08-20T09:00:00Z
2025-03-24,6559.39,293.87,6265.52,70,93,10091.80,141,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-25,6909.71,274.87,6634.84,74,98,6634.84,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-26,7065.66,274.93,6790.73,78,104,6790.73,98,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-27,7147.12,283.36,6863.76,79,102,6863.76,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-28,7609.42,273.10,7336.32,86,115,7336.32,109,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-03-29,7654.70,250.29,7404.42,84,112,5878.22,85,1526.19,0.0180,none,2026-08-20T09:00:00Z
2025-03-30,6856.07,276.83,6579.24,75,97,4490.04,64,3615.39,0.0180,none,2026-08-20T09:00:00Z
2025-03-31,6344.05,266.62,6077.44,71,94,9692.83,142,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-01,6885.48,290.09,6595.39,74,98,6595.39,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-02,6784.24,283.74,6500.51,74,98,6500.51,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-03,7205.13,303.47,6901.66,80,104,6901.66,100,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-04,7274.93,280.26,6994.68,82,109,6994.68,103,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-05,7870.20,260.13,7610.08,89,116,5889.31,87,1720.76,0.0180,none,2026-08-20T09:00:00Z
2025-04-06,6758.60,260.99,6497.61,74,96,4498.50,65,3719.87,0.0180,none,2026-08-20T09:00:00Z
2025-04-07,6410.73,245.90,6164.83,73,95,9884.70,146,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-08,6376.56,294.35,6082.21,68,90,6082.21,85,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-09,6776.34,263.89,6512.45,73,95,6512.45,92,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-10,6907.43,299.88,6607.55,74,99,6607.55,92,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-11,7115.06,261.01,6854.05,76,100,6854.05,95,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-12,7195.24,256.27,6938.97,81,107,5900.40,87,1038.57,0.0180,none,2026-08-20T09:00:00Z
2025-04-13,6822.67,233.93,6588.74,74,95,4506.97,64,3120.34,0.0180,none,2026-08-20T09:00:00Z
2025-04-14,6836.62,269.94,6566.68,77,102,9687.02,143,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-04-15,7222.96,283.39,6939.57,78,100,6939.57,99,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-04-16,7405.54,268.26,7137.28,82,106,7137.28,103,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-04-17,6916.48,284.73,6631.75,79,102,6631.75,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-18,7413.08,271.84,7141.24,83,107,7141.24,105,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-19,7347.81,247.63,7100.18,80,103,5911.49,84,1188.70,0.0180,none,2026-08-20T09:00:00Z
2025-04-20,6330.43,290.41,6040.03,69,90,4515.44,65,2713.29,0.0180,none,2026-08-20T09:00:00Z
2025-04-21,6216.93,259.27,5957.66,71,95,8670.95,129,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-22,6501.00,257.12,6243.88,71,92,6243.88,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-23,6454.16,294.10,6160.06,72,94,6160.06,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-24,6710.93,299.05,6411.88,72,93,6411.88,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-25,6955.04,256.47,6698.58,77,101,6698.58,97,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-26,7371.35,247.16,7124.19,79,102,5922.58,83,1201.62,0.0180,none,2026-08-20T09:00:00Z
2025-04-27,6499.48,229.21,6270.26,74,95,4523.90,67,2947.97,0.0180,none,2026-08-20T09:00:00Z
2025-04-28,5930.25,254.38,5675.87,65,84,8623.84,124,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-29,6316.76,239.87,6076.89,70,92,6076.89,88,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-04-30,6718.16,268.95,6449.21,74,97,6449.21,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-01,6576.04,296.45,6279.59,71,95,6279.59,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-02,7067.07,252.22,6814.86,76,97,6814.86,96,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-03,7474.78,218.61,7256.17,83,111,5933.66,86,1322.51,0.0180,none,2026-08-20T09:00:00Z
2025-05-04,6366.60,230.12,6136.48,71,92,4532.37,66,2926.62,0.0180,none,2026-08-20T09:00:00Z
2025-05-05,5868.65,273.44,5595.21,63,84,8521.83,120,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-06,6311.71,256.57,6055.14,67,89,6055.14,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-07,6583.03,265.51,6317.52,71,93,6317.52,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-08,6631.30,270.16,6361.14,71,91,6361.14,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-09,7222.43,248.73,6973.70,79,103,6973.70,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-10,7116.59,224.95,6891.63,77,100,5944.75,84,946.88,0.0180,none,2026-08-20T09:00:00Z
2025-05-11,6339.35,246.20,6093.15,70,91,4540.84,65,2499.19,0.0180,none,2026-08-20T09:00:00Z
2025-05-12,5624.89,241.72,5383.17,60,78,7882.36,111,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-13,6231.30,257.05,5974.25,71,94,5974.25,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-14,7211.53,255.89,6955.63,78,100,6955.63,98,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-05-15,7358.21,280.53,7077.68,79,105,7077.68,100,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-05-16,7808.93,245.13,7563.80,88,113,7563.80,111,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-05-17,6957.64,222.22,6735.42,76,98,5955.84,85,779.58,0.0180,none,2026-08-20T09:00:00Z
2025-05-18,6295.46,236.06,6059.40,70,90,4549.31,66,2289.67,0.0180,none,2026-08-20T09:00:00Z
2025-05-19,6035.03,274.44,5760.58,68,87,8050.25,120,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-20,6104.95,294.30,5810.66,65,87,5810.66,81,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-21,6330.55,295.27,6035.28,68,91,6035.28,85,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-22,6484.58,266.67,6217.91,71,95,6217.91,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-23,6872.98,237.34,6635.64,73,98,6635.64,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-24,7095.79,219.27,6876.52,78,104,5966.93,86,909.59,0.0180,none,2026-08-20T09:00:00Z
2025-05-25,6321.61,246.59,6075.02,71,95,4557.77,67,2426.83,0.0180,none,2026-08-20T09:00:00Z
2025-05-26,5976.92,249.11,5727.81,64,84,8154.64,114,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-27,6005.74,249.43,5756.31,68,88,5756.31,85,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-28,6384.04,274.11,6109.94,71,95,6109.94,88,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-29,6722.25,267.99,6454.26,76,101,6454.26,95,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-30,6920.83,221.94,6698.89,77,100,6698.89,97,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-05-31,7195.98,237.03,6958.96,79,102,5978.02,86,980.94,0.0180,none,2026-08-20T09:00:00Z
2025-06-01,6385.80,241.43,6144.36,71,94,4566.24,67,2559.06,0.0180,none,2026-08-20T09:00:00Z
2025-06-02,5819.43,250.11,5569.32,65,86,8128.39,120,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-03,6142.93,255.12,5887.81,69,92,5887.81,86,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-04,6418.81,276.62,6142.19,73,98,6142.19,91,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-05,6654.75,284.67,6370.08,73,94,6370.08,91,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-06,6793.04,259.92,6533.12,73,96,6533.12,92,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-07,7037.21,238.46,6798.75,80,106,5989.10,89,809.64,0.0180,none,2026-08-20T09:00:00Z
2025-06-08,6593.48,236.00,6357.48,73,97,4574.71,66,2592.41,0.0180,none,2026-08-20T09:00:00Z
2025-06-09,6084.73,251.25,5833.48,66,84,8425.90,119,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-10,6169.01,263.77,5905.24,66,88,5905.24,82,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-11,6577.61,255.78,6321.83,74,96,6321.83,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-12,6618.24,247.76,6370.48,72,93,6370.48,91,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-13,6903.28,251.22,6652.06,74,99,6652.06,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-14,8155.15,235.10,7920.05,87,112,6000.19,84,1919.86,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-06-15,7424.32,243.23,7181.09,84,112,4583.17,68,4517.78,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-06-16,6559.54,230.47,6329.08,71,93,10846.85,154,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-06-17,6101.65,254.44,5847.21,68,87,5847.21,86,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-18,6662.27,283.06,6379.22,71,94,6379.22,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-19,6567.15,285.27,6281.88,74,95,6281.88,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-20,7221.57,299.21,6922.35,78,101,6922.35,98,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-21,7541.43,268.50,7272.93,81,107,6011.28,84,1261.65,0.0180,none,2026-08-20T09:00:00Z
2025-06-22,6413.80,228.07,6185.73,68,90,4591.64,64,2855.73,0.0180,none,2026-08-20T09:00:00Z
2025-06-23,5988.26,245.33,5742.93,65,83,8598.66,122,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-24,6177.21,233.85,5943.36,66,86,5943.36,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-25,6447.23,291.62,6155.61,71,95,6155.61,88,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-26,6603.75,285.39,6318.36,73,97,6318.36,91,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-27,7250.23,233.27,7016.96,77,101,7016.96,98,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-06-28,7335.09,217.43,7117.67,80,107,6022.37,86,1095.30,0.0180,none,2026-08-20T09:00:00Z
2025-06-29,6812.07,245.60,6566.47,76,99,4600.11,67,3061.65,0.0180,none,2026-08-20T09:00:00Z
2025-06-30,6007.84,241.14,5766.70,68,90,8828.36,132,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-01,7800.20,238.40,7561.80,88,117,7561.80,112,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2025-07-02,8191.20,258.03,7933.17,92,121,7933.17,116,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2025-07-03,8204.73,266.69,7938.05,88,117,7938.05,112,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2025-07-04,8510.78,256.96,8253.82,94,121,8253.82,119,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2025-07-05,8931.72,236.84,8694.88,99,131,6033.46,88,2661.42,0.0180,summer_event,2026-08-20T09:00:00Z
2025-07-06,6891.59,296.93,6594.66,75,97,4608.58,66,4647.50,0.0180,none,2026-08-20T09:00:00Z
2025-07-07,6300.72,334.44,5966.28,69,92,10613.79,153,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-08,6401.03,320.02,6081.01,69,90,6081.01,85,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-09,6767.53,339.47,6428.06,76,100,6428.06,95,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-10,7013.19,333.71,6679.47,76,100,6679.47,95,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-11,7628.61,241.66,7386.95,83,107,7386.95,106,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-12,7911.74,237.30,7674.44,88,116,6044.54,88,1629.89,0.0180,none,2026-08-20T09:00:00Z
2025-07-13,6960.44,229.29,6731.15,76,99,4617.04,66,3744.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-14,7170.84,260.43,6910.41,78,101,10654.41,151,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-07-15,7606.19,254.74,7351.45,85,113,7351.45,108,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-07-16,7800.73,267.54,7533.20,88,114,7533.20,111,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-07-17,7297.11,313.77,6983.34,83,108,6983.34,104,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-18,7955.25,255.80,7699.45,90,118,7699.45,115,0.00,0.0180,none,2026-08-20T09:00:00Z
