scenario_id,scenario_label,forecast_date,horizon_day,target,baseline_model,scenario_method,forecast,lower_bound,upper_bound,delta_vs_base_usd,planned_marketing_spend_usd,planned_affiliate_revenue_usd,planned_stockout_rate,planned_event,fulfillment_capacity_multiplier
marketing_acceleration,Marketing acceleration,2026-11-04,76,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10457.35,10155.7,10758.99,726.65,1701.70,2068.34,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-04,76,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10283.33,8996.58,11570.08,370.63,1701.70,2068.34,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-05,77,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11061.67,10759.57,11363.77,754.33,1777.62,2272.07,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-05,77,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9809.35,8520.66,11098.04,384.74,1777.62,2272.07,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-06,78,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11026.2,10723.64,11328.75,708.47,1656.57,2117.17,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-06,78,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10283.94,8993.32,11574.56,361.35,1656.57,2117.17,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-07,79,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11982.3,11679.29,12285.3,795.59,1853.36,2220.83,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-07,79,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6638.83,5346.28,7931.38,405.79,1853.36,2220.83,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-08,80,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10791.98,10488.52,11095.44,781.14,1815.87,2043.24,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-08,80,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5159.41,3864.93,6453.89,398.42,1815.87,2043.24,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-09,81,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10138.65,9834.74,10442.56,761.97,1783.41,2091.78,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-09,81,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12634.28,11337.88,13930.68,388.64,1783.41,2091.78,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-10,82,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10749.08,10444.72,11053.44,763.53,1793.99,2347.36,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-10,82,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12638.2,11339.88,13936.52,389.44,1793.99,2347.36,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-11,83,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10550.21,10245.39,10855.02,742.28,1740.10,2016.05,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-11,83,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10936.66,9636.42,12236.9,378.6,1740.10,2016.05,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-12,84,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11134.55,10829.29,11439.81,763.98,1793.13,2276.57,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-12,84,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10026.7,8724.54,11328.86,389.67,1793.13,2276.57,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-13,85,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,12791.81,12486.1,13097.52,873.41,2048.15,2434.08,0.0360,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-13,85,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11568.56,10264.49,12872.63,445.48,2048.15,2434.08,0.0360,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-14,86,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,13092.21,12786.05,13398.36,868.52,2037.47,2485.22,0.0360,monthly_promotion,1.0
marketing_acceleration,Marketing acceleration,2026-11-14,86,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6687.12,5381.14,7993.1,442.99,2037.47,2485.22,0.0360,monthly_promotion,1.0
marketing_acceleration,Marketing acceleration,2026-11-15,87,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,12405.08,12098.48,12711.69,895.62,2086.40,2547.21,0.0360,monthly_promotion,1.0
marketing_acceleration,Marketing acceleration,2026-11-15,87,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5226.26,3918.37,6534.15,456.81,2086.40,2547.21,0.0360,monthly_promotion,1.0
marketing_acceleration,Marketing acceleration,2026-11-16,88,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10312.66,10005.61,10619.71,773.12,1798.52,2146.35,0.0180,monthly_promotion,1.0
marketing_acceleration,Marketing acceleration,2026-11-16,88,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12661.75,11351.96,13971.54,394.33,1798.52,2146.35,0.0180,monthly_promotion,1.0
marketing_acceleration,Marketing acceleration,2026-11-17,89,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10276.5,9969.01,10584.0,730.17,1710.07,2116.82,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-17,89,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12642.95,11331.26,13954.64,372.42,1710.07,2116.82,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-18,90,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11155.16,10847.22,11463.09,781.49,1833.59,2323.28,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-18,90,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12444.95,11131.36,13758.54,398.6,1833.59,2323.28,0.0180,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-19,91,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,14758.42,14450.04,15066.81,1108.46,2574.63,2821.86,0.0730,none,1.0
marketing_acceleration,Marketing acceleration,2026-11-19,91,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11205.22,9889.73,12520.71,565.37,2574.63,2821.86,0.0730,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-21,1,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9543.49,9278.08,9808.91,422.49,1312.44,2221.35,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-21,1,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8804.57,7672.38,9936.76,386.87,1312.44,2221.35,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-22,2,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9340.05,9074.12,9605.98,389.46,1227.40,2047.70,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-22,2,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6467.7,5333.31,7602.09,356.63,1227.40,2047.70,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-23,3,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8799.46,8533.01,9065.9,443.82,1253.76,2333.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-23,3,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5074.25,3937.67,6210.83,406.4,1253.76,2333.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-24,4,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8132.71,7865.75,8399.67,415.15,1274.78,2182.82,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-24,4,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12277.4,11138.62,13416.18,380.15,1274.78,2182.82,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-25,5,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8614.1,8346.63,8881.57,408.19,1330.29,2146.19,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-25,5,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7792.88,6651.92,8933.84,373.78,1330.29,2146.19,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-26,6,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8892.98,8624.99,9160.96,413.25,1317.71,2172.80,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-26,6,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8040.01,6896.87,9183.15,378.41,1317.71,2172.80,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-27,7,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9134.19,8865.7,9402.68,449.14,1283.03,2361.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-27,7,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8384.02,7238.7,9529.34,411.28,1283.03,2361.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-28,8,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9644.22,9375.21,9913.22,416.09,1336.80,2187.68,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-28,8,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8728.02,7580.52,9875.52,381.01,1336.80,2187.68,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-29,9,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9614.14,9344.63,9883.65,398.09,1282.47,2093.12,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-29,9,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6486.69,5337.02,7636.36,364.53,1282.47,2093.12,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-30,10,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8939.86,8669.84,9209.88,421.57,1315.31,2216.55,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-30,10,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5062.34,3910.51,6214.17,386.03,1315.31,2216.55,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-31,11,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8390.38,8119.85,8660.91,440.61,1298.41,2316.64,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-08-31,11,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12431.39,11277.4,13585.38,403.47,1298.41,2316.64,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-01,12,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8798.91,8527.88,9069.94,446.08,1311.68,2345.38,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-01,12,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9008.19,7852.04,10164.34,408.47,1311.68,2345.38,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-02,13,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8904.04,8632.5,9175.58,425.78,1284.42,2238.66,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-02,13,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8169.02,7010.71,9327.33,389.88,1284.42,2238.66,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-03,14,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8949.39,8677.35,9221.43,391.63,1298.05,2059.10,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-03,14,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8327.87,7167.41,9488.33,358.61,1298.05,2059.10,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-04,15,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9803.95,9531.41,10076.49,466.14,1291.35,2450.90,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-04,15,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8901.16,7738.56,10063.76,426.85,1291.35,2450.90,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-05,16,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9900.44,9627.4,10173.49,423.95,1314.53,2229.03,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-05,16,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6521.46,5356.72,7686.2,388.21,1314.53,2229.03,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-06,17,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9303.05,9029.5,9576.6,467.99,1339.28,2460.61,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-06,17,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5113.32,3946.44,6280.2,428.54,1339.28,2460.61,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-07,18,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8493.76,8219.71,8767.8,443.61,1309.05,2332.41,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-07,18,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12455.9,11286.88,13624.92,406.21,1309.05,2332.41,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-08,19,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9153.41,8878.86,9427.96,498.72,1323.28,2622.14,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-08,19,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9817.43,8646.28,10988.58,456.67,1323.28,2622.14,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-09,20,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9252.59,8977.54,9527.63,446.73,1343.78,2348.81,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-09,20,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8605.5,7432.23,9778.77,409.06,1343.78,2348.81,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-10,21,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9336.25,9060.71,9611.8,425.1,1349.86,2235.09,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-10,21,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8528.49,7353.09,9703.89,389.26,1349.86,2235.09,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-11,22,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9944.0,9667.96,10220.04,468.73,1314.31,2464.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-11,22,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9484.28,8306.77,10661.79,429.22,1314.31,2464.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-12,23,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10344.67,10068.14,10621.21,470.14,1364.50,2471.91,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-12,23,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6574.84,5395.21,7754.47,430.5,1364.50,2471.91,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-13,24,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10505.49,10228.46,10782.52,510.4,1571.60,2683.58,0.0360,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-13,24,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5160.62,3978.88,6342.36,467.37,1571.60,2683.58,0.0360,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-14,25,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10153.67,9876.14,10431.19,541.62,1579.39,2847.77,0.0360,monthly_promotion,1.0
affiliate_expansion,Affiliate expansion,2026-09-14,25,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12567.42,11383.57,13751.27,495.96,1579.39,2847.77,0.0360,monthly_promotion,1.0
affiliate_expansion,Affiliate expansion,2026-09-15,26,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10167.35,9889.33,10445.37,515.56,1518.56,2710.71,0.0360,monthly_promotion,1.0
affiliate_expansion,Affiliate expansion,2026-09-15,26,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12546.66,11360.71,13732.61,472.09,1518.56,2710.71,0.0360,monthly_promotion,1.0
affiliate_expansion,Affiliate expansion,2026-09-16,27,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9654.92,9376.41,9933.43,465.58,1405.51,2447.95,0.0180,monthly_promotion,1.0
affiliate_expansion,Affiliate expansion,2026-09-16,27,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9578.24,8390.19,10766.29,426.33,1405.51,2447.95,0.0180,monthly_promotion,1.0
affiliate_expansion,Affiliate expansion,2026-09-17,28,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9719.67,9440.66,9998.67,442.11,1426.82,2324.55,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-17,28,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9122.66,7932.51,10312.81,404.84,1426.82,2324.55,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-18,29,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10054.1,9774.61,10333.59,448.3,1364.41,2357.10,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-18,29,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9390.69,8198.45,10582.93,410.51,1364.41,2357.10,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-19,30,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10537.48,10257.5,10817.46,486.46,1383.09,2557.69,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-19,30,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6600.87,5406.54,7795.2,445.45,1383.09,2557.69,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-20,31,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9429.32,9148.85,9709.79,464.75,1351.06,2443.53,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-20,31,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5127.29,3930.88,6323.7,425.57,1351.06,2443.53,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-21,32,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9141.28,8860.32,9422.24,502.55,1386.81,2642.29,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-21,32,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12553.42,11354.93,13751.91,460.18,1386.81,2642.29,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-22,33,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9548.63,9267.18,9830.07,493.71,1422.30,2595.86,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-22,33,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10423.64,9223.07,11624.21,452.09,1422.30,2595.86,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-23,34,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9471.93,9189.99,9753.86,437.64,1394.34,2301.07,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-23,34,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8597.16,7394.51,9799.81,400.75,1394.34,2301.07,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-24,35,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9867.33,9584.91,10149.75,491.47,1380.11,2584.06,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-24,35,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9270.13,8065.41,10474.85,450.04,1380.11,2584.06,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-25,36,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10427.42,10144.52,10710.32,471.38,1429.53,2478.47,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-25,36,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9858.0,8651.22,11064.78,431.64,1429.53,2478.47,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-26,37,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10814.38,10530.99,11097.76,443.7,1521.16,2332.92,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-26,37,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6572.81,5363.96,7781.66,406.3,1521.16,2332.92,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-27,38,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9503.78,9219.91,9787.65,448.38,1384.63,2357.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-27,38,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5120.76,3909.85,6331.67,410.58,1384.63,2357.49,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-28,39,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9145.45,8861.1,9429.8,450.51,1454.33,2368.68,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-28,39,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12527.54,11314.58,13740.5,412.53,1454.33,2368.68,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-29,40,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9903.6,9618.77,10188.43,534.81,1454.01,2811.93,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-29,40,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11799.41,10584.39,13014.43,489.73,1454.01,2811.93,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-30,41,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9968.3,9682.98,10253.61,475.75,1475.11,2501.41,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-09-30,41,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9071.27,7854.2,10288.34,435.64,1475.11,2501.41,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-01,42,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9997.23,9711.44,10283.02,483.82,1417.93,2543.86,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-01,42,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9137.57,7918.46,10356.68,443.03,1417.93,2543.86,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-02,43,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10442.17,10155.9,10728.44,461.87,1434.38,2428.47,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-02,43,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9833.53,8612.37,11054.69,422.94,1434.38,2428.47,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-03,44,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10860.63,10573.88,11147.38,507.06,1422.02,2666.03,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-03,44,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6641.92,5418.72,7865.12,464.32,1422.02,2666.03,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-04,45,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9834.08,9546.85,10121.3,462.48,1451.57,2431.66,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-04,45,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5142.14,3916.91,6367.37,423.49,1451.57,2431.66,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-05,46,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9540.89,9253.19,9828.59,504.58,1479.28,2652.99,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-05,46,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12598.82,11371.56,13826.08,462.04,1479.28,2652.99,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-06,47,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9717.07,9428.89,10005.25,461.68,1496.03,2427.43,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-06,47,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12562.65,11333.36,13791.94,422.76,1496.03,2427.43,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-07,48,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10473.01,10184.35,10761.66,525.87,1540.76,2764.94,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-07,48,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9411.62,8180.3,10642.94,481.54,1540.76,2764.94,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-08,49,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10442.63,10153.5,10731.75,514.74,1495.23,2706.42,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-08,49,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9526.02,8292.68,10759.36,471.34,1495.23,2706.42,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-09,50,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10668.12,10378.52,10957.72,469.93,1478.96,2470.81,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-09,50,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10177.81,8942.45,11413.17,430.31,1478.96,2470.81,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-10,51,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10751.37,10461.3,11041.45,462.9,1443.57,2433.86,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-10,51,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6612.57,5375.19,7849.95,423.88,1443.57,2433.86,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-11,52,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10384.45,10093.9,10674.99,527.52,1508.87,2773.59,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-11,52,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5210.17,3970.78,6449.56,483.05,1508.87,2773.59,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-12,53,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9267.37,8976.35,9558.39,434.52,1490.32,2284.62,0.0180,none,1.0
affiliate_expansion,Affiliate expansion,2026-10-12,53,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12556.43,11315.03,13797.83,397.88,1490.32,2284.62,0.0180,none,1.0
